Produto Original,Total Unidades,Frequencia,Termo de Busca
"Rivotril 0,5Mg 30Cpr B1",256.0,12,Rivotril 0 30Cpr B1
Emprol XR 25mg 30 Comprimidos,256.0,12,Emprol Xr
Miosan 10mg 30 Comprimidos Revestidos,256.0,13,Miosan Revestidos
Esmalte Tratamento Sos Unhas Sorinho,256.0,12,Esmalte Tratamento Sos Unhas Sorinho
Lipless 100mg 30 comprimidos,256.0,13,Lipless
"Cimegripe 100Mg Ml + 2Mg Ml + 2Mg Ml, Frasco Gotejador Com 20Ml De Solucao De Uso Oral",256.0,12,Cimegripe Ml Ml Ml Frasco Gotejador Com De Solucao De
Artico 500mg + 400mg 30 Cápsulas,256.0,13,Artico
"Stugeron 75Mg, Caixa Com 30 Comprimidos",256.0,12,Stugeron
Bes anlodipino 5mg 30 bio gen,255.0,12,Bes Anlodipino 30 Bio Gen
Acertil 10mg 60 Comprimidos,255.0,12,Acertil
"Benegrip Multi Dia 800mg + 20mg, blíster com 4 comprimidos",255.0,14,Benegrip Multi Dia Blíster Com
Voltaren SR 75mg 20 Comprimidos,255.0,12,Voltaren Sr
Renitec Maleato de Enalapril 10mg 30 comprimidos,255.0,13,Renitec Maleato De Enalapril
Amoxicilina 400mg 5ml + Clavulanato de Potássio 57mg 5ml Sandoz Suspensão Oral 70ml,255.0,13,Amoxicilina Clavulanato De Potássio Sandoz Suspensão Oral
"Acetato De Dexametasona Prati-Donaduzzi 1Mg G, Caixa Com 1 Bisnga Com 10G De Creme De Uso Dermatologico",255.0,13,Acetato De Dexametasona Prati Donaduzzi G
"Carvedilol Biosintetica 6,25Mg, Caixa Com 30 Comprimidos",255.0,13,Carvedilol Biosintetica 6
"Novalgina Comprimido 1g, caixa com 10 comprimidos",255.0,12,Novalgina Comprimido
Polinize Florais Bom Sono Florais de Bach com 30mL,255.0,12,Polinize Florais Bom Sono Florais De Bach Com
"Ibuprofeno Comprimido Prati-Donaduzzi 600mg, blíster com 10 comprimidos revestidos",255.0,12,Ibuprofeno Comprimido Prati Donaduzzi Blíster Com Revestidos
"Probenxil Gel 10Mg G, Caixa Com 1 Bisnaga Com 60G De Gel De Uso Dermatologico",255.0,12,Probenxil Gel G
Don 5mg 30 Comprimidos,255.0,12,Don
Lexapro 20mg frasco com 15ml,255.0,13,Lexapro
"Synthroid 175mcg, caixa com 30 comprimidos",255.0,13,Synthroid
"Florax SM 100MI/mL, caixa com 5 flaconetes com 5mL de solução de uso oral, adulto",255.0,12,Florax Sm 100Mi Ml
"Cocyntal 333,3mg + 333,3mg + 333,3mg, 30 flaconetes com 1mL de solução de uso oral",255.0,12,Cocyntal 333 333 333 30 Flaconetes Com De Solução De
"Vitacid Tretinoína 0,50mg g Creme 25g",254.0,13,Vitacid Tretinoína 0 G Creme
"Drospirenona 3mg + Etinilestradiol 0,03mg 63 comprimidos EMS Genérico",254.0,14,Drospirenona Etinilestradiol 0 Ems Genérico
"Pred Mild Suspensão Oftálmica 0,12  10mL",254.0,13,Pred Mild Suspensão Oftálmica 0 12
"Nene Dent N 150Mg G + 3,4Mg G + 3,2Mg G, Caixa Com 1 Bisnaga Com 10G De Gel De Uso Bucal",254.0,12,Nene Dent N G 3 G 3 G
Acetilcisteína  200mg Kester 16 sachês,254.0,14,Acetilcisteína Kester 16 Sachês
"Naproxeno Teuto 500mg, caixa com 20 comprimidos",254.0,15,Naproxeno Teuto
"Cloridrato de Propranolol Cimed 40mg, caixa com 30 comprimidos",254.0,12,Cloridrato De Propranolol Cimed
Vendexla 100Mg Com 30 Comprimidos,254.0,15,Vendexla Com
Vecasten Gel para Pernas com 150g,254.0,14,Vecasten Gel Para Pernas Com
Voltaren 75mg Solução Injetável 5 Ampolas de 3mL,254.0,12,Voltaren Solução Injetável 5 Ampolas De
@ Monuril Po 2Env,254.0,13,Monuril Po 2Env
Dermomax 40Mg G Caixa Com 1 Bisnaga Com 5G De Creme De Uso Dermatologico,254.0,12,Dermomax G
Magnen B6 Suplemento Vitamínico com 60 comprimidos,254.0,13,Magnen B6 Suplemento Vitamínico Com
"Miosan Caf 10Mg + 60Mg, Caixa Com 15 Comprimidos Revestidos",253.0,13,Miosan Caf
"Venzer 32mg, caixa com 30 comprimidos",253.0,14,Venzer
Amoxicilina tri-hidratada 875mg + clavulanato de potássio 125mg 14 comprimidos aché genérico,253.0,14,Amoxicilina Tri Hidratada Clavulanato De Potássio Aché Genérico
"Symbicort 6mcg/dose + 200mcg/dose, caixa com 1 tubo com 120 doses de suspensão aerossol de uso inalatório + 1 válvula dosadora",253.0,13,Symbicort Dose Dose
Cloridrato De Diltiazem Nova Química 30Mg Caixa Com 50 Comprimidos,253.0,13,Cloridrato De Diltiazem Nova Química
Becan Suspensão Oral em Gotas com 20mL,253.0,13,Becan Suspensão Oral Em Gotas Com
Pazine Passiflora Incarnata 315mg 30 comprimidos,253.0,14,Pazine Passiflora Incarnata
"Leite de Magnésia de Phillips 1282,50mg/15mL, frasco com 350mL de suspensão de uso oral (sabor tradicional)",253.0,15,Leite De Magnésia De Phillips 1282
"Gelmax Dim 400mg/5mL + 400mg/5mL + 30mg/5mL, caixa com 1 frasco com 240mL de suspensão de uso oral",253.0,13,Gelmax Dim
Spidufen 400 770Mg 20Env,253.0,14,Spidufen 400 20Env
@ Metronidazol 400Mg 24Cpr Teu,253.0,12,Metronidazol 24Cpr Teu
Carbolitium Cr 450Mg Com 60 Comprimidos Revestidos,253.0,12,Carbolitium Cr Com Revestidos
"Next 400mg + 4mg + 4mg, caixa com 20 cápsulas duras",253.0,14,Next
"Tinidazol + Nitrato de Miconazol Creme Vaginal Cosmed 30mg/g + 20mg/g, caixa com 1 bisnaga com 40g de creme de uso vaginal + 7 aplicadores",253.0,12,Tinidazol Nitrato De Miconazol Creme Vaginal Cosmed G G
"Citoneurin 5000mcg + 100mg + 100mg, caixa com 20 drágeas",253.0,14,Citoneurin
Acertil Perindopril Arginina 10mg 30 comprimidos,252.0,13,Acertil Perindopril Arginina
Estomazil Pó Efervescente Sabor Abacaxi Frasco 100g,252.0,14,Estomazil Pó Efervescente Sabor Abacaxi Frasco
Acertil 5mg 30 Comprimidos,252.0,14,Acertil
"Takil 20mg + 30mg, caixa com 1 bisnaga com 35g de creme de uso vaginal + 7 aplicadores",252.0,12,Takil
"Mesidox 2mg, caixa com 30 comprimidos",252.0,14,Mesidox
Naldecon Pack caixa com 24 comprimidos,252.0,12,Naldecon Pack
"Valerato De Estradiol + Enantato De Noretisterona Mabra 50Mg Ml + 5Mg Ml, Caixa Com 1 Ampola Com 1Ml De Solucao De Uso Intramuscular + Seringa",252.0,12,Valerato De Estradiol Enantato De Noretisterona Mabra Ml Ml
"Suavicid 40mg + 0,5mg + 0,1mg Creme com 30g",252.0,13,Suavicid 0 0 Creme Com
"Desloratadina Prati-Donaduzzi 0,5Mg Ml, Caixa Com 1 Frasco Com 100Ml De Xarope + Seringa Dosadora",252.0,14,Desloratadina Prati Donaduzzi 0 Ml
"Atenolol Vitamedic 25mg, caixa com 30 comprimidos",252.0,12,Atenolol Vitamedic
Bicerto 150 Mg 10 Comprimidos,252.0,12,Bicerto
"Alopurinol Prati-Donaduzzi 300mg, caixa com 30 comprimidos",252.0,12,Alopurinol Prati Donaduzzi
"Polivitamíco Emulvit D Gotas Vit 20 Ml 94,9mg",252.0,13,Polivitamíco Emulvit D Gotas Vit 94
Sonridor Caf 2Cpr Eferv X12,252.0,12,Sonridor Caf 2Cpr Eferv X12
Clob-X 30g Creme,252.0,13,Clob X Creme
Propolis Propomune Extrato70 30Ml,252.0,13,Propolis Propomune Extrato70
"Sanasar Emulsao 250Mg Ml, Caixa Com 1 Frasco Com 100Ml De Emulsao De Uso Dermatologico",252.0,13,Sanasar Emulsao Ml
Prebictal 75mg 30 Cápsulas Duras,252.0,12,Prebictal Duras
Uniprazol 20mg 56 Cápsulas,252.0,14,Uniprazol
"Neralgyn 30mg + 300mg + 30mg, blíster com 4 drágeas",252.0,13,Neralgyn Blíster Com
Topiramato 25Mg 60Cpr Bio Gen,251.0,14,Topiramato 60Cpr Bio Gen
"Leite De Magnesia De Phillips, Hortela, 120Ml",251.0,12,Leite De Magnesia De Phillips Hortela
"Aerolin 0,4mg/mL, caixa com 1 frasco com 120mL de xarope",251.0,12,Aerolin 0 Ml
"Nactali 75mcg, caixa com 28 comprimidos revestidos",251.0,15,Nactali
"Nicotinell 14mg, caixa com 7 adesivos transdérmicos",251.0,12,Nicotinell
Vitamina C Aceviton Imunidade 1Gr Com 30 Comprimidos Efervecentes,251.0,14,Vitamina C Aceviton Imunidade R Com Efervecentes
Succinato Desvenlafaxina 100Mg 30Cpr BioSintética,251.0,12,Succinato Desvenlafaxina 30Cpr Biosintética
Fluimucil D 600 16Env,251.0,13,Fluimucil D 600 16Env
Zymar Xd Colírio Allergan 5ml,251.0,14,Zymar Xd Colírio Allergan
"Tamarine 4,878mg/g + 4,719mg/g, frasco com 150g de geléia uso oral, zero açúcar",251.0,12,Tamarine 4 G 4 G
Andantol Geleia 40 Gramas,251.0,13,Andantol Geleia Ramas
"Aixa 2mg + 0,03mg, caixa com 21 comprimidos revestidos",251.0,12,Aixa 0
"Vick Vaporub 28,2 + 52,6 + 13,3mg/g, unguento, pote 12g",251.0,13,Vick Vaporub 28 2 52 6 13 G Unguento Pote
Stanglit 15mg frasco com 30 comprimidos,251.0,13,Stanglit
"Loratadina Cimed 1mg/mL, caixa com 1 frasco com 100mL de xarope + copo dosador",251.0,12,Loratadina Cimed Ml
Vonau Flash Menta 4 Mg 10 Comprimidos,251.0,12,Vonau Flash Menta
Vitamina C Efervescente Targifor Cewin 1g com 10 comprimidos,251.0,13,Vitamina C Efervescente Targifor Cewin Com
"Cilostazol Biosintetica 100Mg, Caixa Com 30 Comprimidos",251.0,13,Cilostazol Biosintetica
"Sustrate 10mg, caixa com 50 comprimidos",251.0,12,Sustrate
Colact Sabor Ameixa Xarope 120mL,251.0,13,Colact Sabor Ameixa Xarope
"Benicaranlo 40Mg + 10Mg, Caixa Com 30 Comprimidos Revestidos",251.0,12,Benicaranlo
Andes 50Mg Com 60 Comprimidos,250.0,12,Andes Com
"Infralax 300mg + 30mg + 125mg + 50mg, caixa com 15 comprimidos",250.0,13,Infralax
"Neosaldina 50mg + 300mg + 30mg, caixa com 1 frasco gotejador com 15mL de solução de uso oral",250.0,13,Neosaldina
Vitamina Zirvit Kids Suspensão Oral 150mL,250.0,12,Vitamina Zirvit Kids Suspensão Oral
Pravastatina 10Mg 30Cpr Med,250.0,14,Pravastatina 30Cpr Med
"Lipidil 160mg, caixa contendo 30 comprimidos revestidos",250.0,14,Lipidil Caixa Contendo Revestidos
Vitamina D3 Kester 60 cápsulas,250.0,12,Vitamina D3 Kester
Tegretol 200mg caixa com 20 comprimidos,250.0,14,Tegretol
Citrato de Tamoxifeno 10mg 30 comprimidos Blau Genérico,250.0,14,Citrato De Tamoxifeno Blau Genérico
Topiramato 25mg 60 Comprimidos - Eurofarma,250.0,14,Topiramato Eurofarma
"Cilostazol Biosintetica 100Mg, Caixa Com 60 Comprimidos",250.0,12,Cilostazol Biosintetica
"Lisador 500mg + 5mg + 10mg, caixa com 16 comprimidos",250.0,13,Lisador
"Dexalgen 5mg/mL + 1,5mg/mL + 500mg/mL, caixa com 6 ampolas com 1mL de solução de uso injetável + 3 ampolas com 1mL de diluente",250.0,13,Dexalgen Ml 1 Ml Ml
"Omeprazol Cimed 20mg, caixa com 56 cápsulas duras de liberação retardada",250.0,13,Omeprazol Cimed
"Benegrip 500mg + 30mg + 2mg, caixa com 12 comprimidos revestidos",250.0,15,Benegrip
Paracetamol 500mg + Fosfato de Codeína 30mg Nova Química 24 Comprimidos,250.0,14,Paracetamol Fosfato De Codeína Nova Química
Sucrafilm 1 Gramas  30 Comprimidos Mastigaveis,249.0,12,Sucrafilm Ramas Mastigaveis
"Ibuprofeno Gotas Cimed 100Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Suspensao De Uso Oral",249.0,12,Ibuprofeno Gotas Cimed Ml
"Aletam 40mg, caixa com 30 cápsulas gelatinosas",249.0,12,Aletam
"Furoato de Mometasona Medley 1mg/g, caixa com 1 bisnaga com 20g de creme de uso dermatológico",249.0,15,Furoato De Mometasona Medley G
"Epocler 100Mg Ml + 50Mg Ml + 10Mg Ml, Flaconete Com 10Ml De Solucao De Uso Oral",249.0,14,Epocler Ml Ml Ml Flaconete Com De Solucao De
"Magnazia 37mg/mL + 40mg/mL + 5mg/mL, frasco com 240mL de suspensão de uso oral",249.0,13,Magnazia Ml Ml Ml
Clonazepam 2Mg 30Cp G Med,249.0,13,Clonazepam 30Cp G Med
Assert 50mg cx 30 comp rev,249.0,13,Assert Cx 30 Comp Rev
"Mel Rosado ADV Farma 10%, frasco com 30mL de solução tópica",249.0,12,Mel Rosado Adv Farma 10
Hidrion 40 + 100mg com 30 Comprimidos,249.0,13,Hidrion 40 Com
"Buscofem 400mg, blister com 2 cápsulas gelatinosas moles",249.0,12,Buscofem Blister Com Gelatinosas Moles
Suplemento Alimentar Gummmy Hair Sabor Tutti-Frutti Com 180Gr,249.0,12,Suplemento Alimentar Gummmy Hair Sabor Tutti Frutti Com R
Óleo Mineral Bravir frasco com 200mL de óleo uso oral ou tópico,249.0,13,Óleo Mineral Bravir
"Cinarizina Ranbaxy 75mg, caixa com 30 comprimidos",249.0,12,Cinarizina Ranbaxy
"Attivs 900mg, caixa com 30 comprimidos",249.0,14,Attivs
"Bramicar HCT 80mg + 25mg, caixa com 30 comprimidos",249.0,14,Bramicar Hct
"Gripinew 250mg + 30mg + 250mg + 2mg, caixa com 20 comprimidos revestidos",249.0,15,Gripinew
"Tadalafila Medley 5mg, caixa com 30 comprimidos revestidos",249.0,13,Tadalafila Medley
"Metildopa EMS 250mg, caixa com 30 comprimidos revestidos",249.0,13,Metildopa Ems
Ginesse 0075 + 0020mg caixa com 21 comprimidos revestidos,249.0,14,Ginesse 0075
Zymar 03  solução frasco com 5ml,248.0,13,Zymar 03 Solução
"Orlistate Neo Quimica 120mg, Caixa Com 84 Capsulas Gelatinosas Duras",248.0,12,Orlistate Neo Quimica
Daforin 20mg caixa com 2 blísteres com 15 comprimidos revestidos,248.0,12,Daforin
"Renovi B 5000mcg + 100mg + 100mg, caixa com 30 comprimidos revestidos",248.0,14,Renovi B
"Cipide 100Mg, Caixa Com 60 Comprimidos",248.0,13,Cipide
Aflexa Max colágeno 30 cápsulas,248.0,13,Aflexa Max Colágeno
"Apevitin BC 4mg, caixa com 1 frasco com 240mL de xarope + doseador",248.0,13,Apevitin Bc
"Pitavastatina Calcica Eurofarma 2Mg, Caixa Com 30 Comprimidos Revestidos",248.0,14,Pitavastatina Calcica Eurofarma
"Doss 7000UI, caixa com 30 cápsulas moles",248.0,12,Doss 7000Ui
Colageno Tipo 2 Flex Ha Com 30 Capsulas,248.0,13,Colageno Tipo 2 Flex Ha Com
"Montelucaste de Sódio Biosintética - Aché 4mg, caixa com 30 comprimidos mastigáveis",248.0,13,Montelucaste De Sódio Biosintética Aché
"Drospirenona + Etinilestradiol EMS 3mg + 0,03mg, caixa com 21 comprimidos revestidos",247.0,13,Drospirenona Etinilestradiol Ems 0
Digesan Gts Ped 20Ml,247.0,12,Digesan Gts Ped
"Contraceptivo Dalyne Mono 3Mg + 0,03Mg 63 Comprimidos",247.0,13,Contraceptivo Dalyne Mono 0
Luvox 100mg 60 Comprimidos Revestidos,247.0,14,Luvox Revestidos
Musculare 10mg c  30 Comprimidos Revestidos,247.0,15,Musculare C Revestidos
Hemitartarato De Zolpidem 10Mg Com 30 Comprimidos Ems,247.0,12,Hemitartarato De Zolpidem Com Ems
"Aradois 50mg, caixa com 60 comprimidos revestidos",247.0,12,Aradois
"Doralgina 30mg+ 300mg + 30mg, caixa com 20 drágeas",247.0,13,Doralgina
@ AZITROMICINA 600MG SUSP EURO,247.0,12,Azitromicina Susp Euro
"Desogestrel 0,075Mg Germed 28 Comprimidos",247.0,12,Desogestrel 0 Germed
Alenthus XR 75mg caixa com 30 cápsulas,247.0,12,Alenthus Xr
Verutex B 20 + 1mg Creme Dermatológico Bisnaga 15g,247.0,13,Verutex B 20 Creme Dermatológico Bisnaga
"Clenil Hfa 50Mcg Dose, Caixa Com 1 Tubo Com 200 Doses De Suspensao De Uso Inalatorio + 1 Dispositivo Oral",247.0,14,Clenil Hfa Dose
Advil Extra Alivio 16 Capsulas,247.0,13,Advil Extra Alivio
Benatux Xarope Sabor Menta Frasco 120ml + Copo Medidor,247.0,12,Benatux Xarope Sabor Menta Frasco Copo Medidor
Escitalopram 10Mg 30Cp Bio,247.0,13,Escitalopram 30Cp Bio
Carvedilol 25mg Medley 30 comprimidos,247.0,12,Carvedilol Medley
"Sal de Frutas Eno 2 envelopes com 5g de pó efervescente de uso oral, guaraná",247.0,13,Sal De Frutas Eno Com De Pó Efervescente De Guaraná
Atorvastatina 10 Mg 30 Comprimidos Leg,246.0,14,Atorvastatina Leg
"Clinfar 40mg, caixa com 30 comprimidos revestidos",246.0,12,Clinfar
Provance Mini Com 30 Saches,246.0,13,Provance Mini Com 30 Saches
"Allestra 20 0,02mg + 0,075mg, caixa com 21 comprimidos revestidos",246.0,13,Allestra 20 0 0
Bromazepam 6mg União Química 30 Comprimidos,246.0,13,Bromazepam União Química
"Ebastel 1Mg Ml, Caixa Com 1 Frasco Com 60Ml De Solucao De Uso Oral",246.0,12,Ebastel Ml
Clonazepam 2mg Eurofarma 30 Comprimidos,246.0,12,Clonazepam Eurofarma
Elatium 24Mg Com 30 Capsulas,245.0,12,Elatium Com
Regulador Intestinal Duphalac Solução 200mL,245.0,13,Regulador Intestinal Duphalac Solução
Acetato de Hidrocortisona 10mg g Creme Dermatológico 20g União,245.0,13,Acetato De Hidrocortisona G Creme Dermatológico União
"Aciclovir Comprimido Uniao Quimica 200Mg, Caixa Com 30 Comprimidos",245.0,13,Aciclovir Comprimido Uniao Quimica
Hidroxizina Sol Oral 120Ml Eurofarma,245.0,13,Hidroxizina Sol Oral Eurofarma
Polivitamínico Emulvit A-Z 60 comprimidos,245.0,12,Polivitamínico Emulvit A Z
"Busonid 50mcg/dose, caixa com 1 frasco com 6mL de suspensão de uso nasal (120 doses)﻿",245.0,13,Busonid Dose
Humalog 100ui ml solução injetável 5 carpule contendo 3ml + aplicador,245.0,12,Humalog 100Ui Ml Solução Injetável 5 Carpule Contendo Aplicador
Levofloxacino 500mg 7cpr med,245.0,12,Levofloxacino 7Cpr Med
Alprazolam 2Mg 30Cpr Med,245.0,13,Alprazolam 30Cpr Med
"Angipress CD 50mg + 12,5mg, caixa com 30 comprimidos﻿",245.0,12,Angipress Cd 12
"Dexilant 30mg, caixa com 60 cápsulas de liberação retardada",245.0,13,Dexilant
Suavlax c  30 Cápsulas - Dovalle,244.0,14,Suavlax C Dovalle
"Vimovo 500mg + 20mg, caixa com 20 comprimidos revestidos",244.0,13,Vimovo
Synthroid 125mcg 30 Comprimidos,244.0,13,Synthroid
Varicoss 20 Drageas,244.0,13,Varicoss
Simeticona + Metilbrometo Homatropina 80+25mg m Genérico EMS 20mL,244.0,12,Simeticona Metilbrometo Homatropina 80 M Genérico Ems
Hidantal 100Mg 25Cpr C1,244.0,14,Hidantal 25Cpr C1
Naprix A 10 5 Mg 30 Capsula,244.0,16,Naprix A 10
Roxetin Xr 25Mg Com 30 Comprimidos,244.0,13,Roxetin Xr Com
Citalopram 20Mg 30 Cp Medley,244.0,13,Citalopram 30 Cp Medley
Oxalato de Escitalopram 15mg Legrand 30 Comprimidos Revestidos,244.0,13,Oxalato De Escitalopram Legrand Revestidos
"Antux 30mg/mL, caixa com 1 frasco gotejador com 20mL de solução de uso oral",244.0,13,Antux Ml
"Novalgina 1Gr, Caixa Com 20 Comprimidos",244.0,12,Novalgina R
"Desogestrel Eurofarma 75mcg, caixa com 28 comprimidos revestidos",244.0,13,Desogestrel Eurofarma
Doss 50.000UI 8 Cápsulas,244.0,13,Doss 50 000Ui
"Drenison 0,125mg/g, caixa com 1 bisnaga com 30g de pomada de uso dermatológico",244.0,14,Drenison 0 G
Prosso Km 30 Tabletes,244.0,14,Prosso Km 30 Tabletes
"Salonpas Adesivo envelope com 4 emplastros, tamanho pequeno",244.0,12,Salonpas Adesivo Envelope Com 4 Emplastros Tamanho Pequeno
"Levoid 125Mcg, Caixa Contendo 30 Comprimidos",244.0,14,Levoid Caixa Contendo
Figatil Catarinense Solução Oral 150mL,243.0,13,Figatil Catarinense Solução Oral
Synthroid 112Mcg 30 Comprimidos,243.0,13,Synthroid
Metamucil Solúvel Sabor Laranja 174g,243.0,14,Metamucil Solúvel Sabor Laranja
Advil Mulher 10 Capsulas,243.0,12,Advil Mulher
"Sorine SSC 9mg/mL, caixa com 1 frasco spray com 100mL de solução de uso nasal",243.0,13,Sorine Ssc Ml
Protetor Solar Vichy Ideal Soleil Purify FPS 70 40g,243.0,14,Protetor Solar Vichy Ideal Soleil Purify Fps 70
Penvir 500mg 21 Comprimidos Revestidos,243.0,12,Penvir Revestidos
"Nausilon B6 25Mg Ml + 5Mg Ml, Caixa Com 1 Frasco Gotejador Com 20Ml De Solucao De Uso Oral",243.0,12,Nausilon B Ml
Paracetamol 100 mg mL 15 mL,243.0,13,Paracetamol Ml
Level Com 3 X 21 Comprimidos Revestidos,243.0,15,Level Com 3 X Revestidos
Impere 5Mg 30 comprimidos revestidos,243.0,12,Impere Revestidos
"Camomilina C 25mg + 5mg + 25mg + 150UI, caixa com 20 cápsulas gelatinosas duras",242.0,14,Camomilina C 150Ui
Janumet 50 850mg com 56 Comprimidos,242.0,12,Janumet 50 Com
"Flogoral Pastilha 3Mg, Caixa Com 12 Pastilhas, Menta",242.0,13,Flogoral Pastilha
"Desogestrel Melcon 0,075mg, caixa com 28 comprimidos revestidos",242.0,13,Desogestrel Melcon 0
"Extima pote com 600g de pó para solução de uso oral, sabor baunilha",242.0,12,Extima Pote Com De Pó Para Solução De Sabor Baunilha
Unguento Canela Pomada P  Massagem 100g,242.0,12,Unguento Canela Pomada P Massagem
Neosaldina 10 Drageas,242.0,12,Neosaldina
"Dorilen 500mg + 10mg + 5mg/1,5mL, caixa com 1 frasco gotejador com 15mL de solução de uso oral",242.0,13,Dorilen 1
"Dprev Caps 10000UI, caixa com 8 cápsulas moles",242.0,12,Dprev Caps 10000Ui
"Mylicon 75mg/mL, caixa com 1 frasco gotejador com 15mL de suspensão de uso oral",242.0,12,Mylicon Ml
Suplemento Vitamínico Caldê K2 30 Comprimidos,242.0,12,Suplemento Vitamínico Caldê K2
Florate 1mg ml Suspensão Oftálmica Estéril 5ml,242.0,12,Florate Ml Suspensão Oftálmica Estéril
"Neutrofer 150Mg, Caixa Com 30 Comprimidos Revestidos",242.0,12,Neutrofer
Januvia 50mg caixa com 28 comprimidos,242.0,12,Januvia
Anti-Inflamatório Nivux 100 Mg + 20 Mg 12 Comprimidos,242.0,14,Anti Inflamatório Nivux
"Angino-Rub 3mg, caixa com 16 pastilhas, menta",242.0,12,Angino Rub
Alivium 400Mg 10 Capsulas,242.0,12,Alivium
"Cloridrato de Terbinafina Biosintética - Aché 250mg, caixa com 14 comprimidos",241.0,14,Cloridrato De Terbinafina Biosintética Aché
Mirtazapina 30mg EMS 30 Comprimidos Oroispersível,241.0,12,Mirtazapina Ems Oroispersível
Bupropiona 150mg 60 Comprimidos - Eurofarma,241.0,12,Bupropiona Eurofarma
"Losartana Potássica Biosintética - Aché 50mg, caixa com 30 comprimidos revestidos",241.0,14,Losartana Potássica Biosintética Aché
Colirio neo brasil 20ml,241.0,13,Colirio Neo Brasil
Colágeno Fascia Prime 30 Saches,241.0,14,Colágeno Fascia Prime 30 Saches
Gelmax Limão 24 Comprimidos Mastigáveis,241.0,12,Gelmax Limão Mastigáveis
Trezor 20mg 60 Comprimidos Revestidos,241.0,13,Trezor Revestidos
"Losartana Potassica + Hidroclorotiazida Germed Pharma 100Mg + 25Mg, Caixa Com 30 Comprimidos Revestidos",241.0,15,Losartana Potassica Hidroclorotiazida Germed Pharma
Adeplex Plus Gts 20Ml,241.0,13,Adeplex Plus Gts
Nimesulida Gotas 50mg mL Caixa Com 1 Frasco Gotejador Com 15mL De Solução De Uso Oral - Ache  Genérico,241.0,12,Nimesulida Gotas Ml
Yasmin 21+7Cpr,241.0,12,Yasmin 21 7Cpr
Cloridrato de Tramadol 50mg Genérico Legrand 10 Cápsulas,240.0,13,Cloridrato De Tramadol Genérico Legrand
"Polvilho Antisséptico Granado 3,0g + 0,352g + 17,602g + 11,735g, caixa com 1 frasco com 200g de pó de uso dermatológico",240.0,12,Polvilho Antisséptico Granado 3 0 17 11
Cloridrato De Ondansetrona 4mg Genérico Blau 10 Comprimidos,240.0,13,Cloridrato De Ondansetrona Genérico Blau
"Simeticona Comprimido Biosintética 40mg, caixa com 20 comprimidos",240.0,13,Simeticona Comprimido Biosintética
ZZ Sabonete Soapelle Darrow Liquido Com 140Ml,240.0,12,Zz Sabonete Soapelle Darrow Liquido Com
"Cloridrato De Naratriptana Nova Quimica 2,5Mg, Caixa Com 10 Comprimidos Revestidos",240.0,12,Cloridrato De Naratriptana Nova Quimica 2
Trileptal 600mg 60cpr,240.0,13,Trileptal 60Cpr
Penvir Labia 10Mg G - Caixa Com 1 Tubo Com 5G De Creme De Uso Dermatologico,240.0,12,Penvir Labia G
Ad-Til Vitamina A 50.000 U.I mL + Vitamina D 10.000 U.I mL Solução Oral 20mL,240.0,13,Ad Til Vitamina A 50 000 U I Ml Vitamina D 10 000 U I Ml Solução Oral
Baristar 100 Capsulas,240.0,13,Baristar
Quelatus Bari 60 Comprimidos,240.0,12,Quelatus Bari
Addera D3 5000Ui 30Caps,240.0,12,Addera D3 5000Ui 30Caps
"Ofolato D 1.000UI, caixa com 30 comprimidos",240.0,13,Ofolato D 1 000Ui
"Tylenol Comprimido 750Mg, Caixa Com 20 Comprimidos Revestidos",240.0,13,Tylenol Comprimido
Limbitrol 5Mg 20Cap B1,240.0,13,Limbitrol 20Cap B1
"Decongex Plus 12mg + 15mg, caixa com 12 comprimidos revestidos de liberação prolongada",240.0,13,Decongex Plus
Novacort Creme 30Gr,240.0,13,Novacort Creme R
Cloridrato de Ciprofloxacino 500mg Prati-Donaduzzi 14 Comprimidos Revestidos,239.0,12,Cloridrato De Ciprofloxacino Prati Donaduzzi Revestidos
Clor Tramadol 50Mg 10Cap Ems,239.0,13,Clor Tramadol 10Cap Ems
Ritmoneuran Rtm Caixa Com 20 Capsulas,239.0,12,Ritmoneuran Rtm
Deltametrina Shampoo 100mL,239.0,12,Deltametrina Shampoo
"Maxsulid 400mg, caixa com 10 comprimidos",239.0,13,Maxsulid
"Aceclofenaco Multilab 100mg, caixa com 24 comprimidos",239.0,12,Aceclofenaco Multilab
"Cloridrato De Ambroxol Cimed 3Mg Ml, Caixa Com 1 Frasco Com 120Ml De Xarope + Copo Medidor",239.0,12,Cloridrato De Ambroxol Cimed Ml
"Albendazol Medley 400Mg, Caixa Com 3 Comprimidos Mastigaveis",239.0,13,Albendazol Medley
@ Cylocort Colirio 5Ml,239.0,13,Cylocort Colirio
"Ácido Tranexâmico Legrand 250mg, caixa com 12 comprimidos",239.0,13,Ácido Tranexâmico Legrand
"Carvedilol 12,5 Mg 30 Comprimidos L3 Ems",239.0,14,Carvedilol 12 L3 Ems
"Carvedilol  12,5Mg 30Cpr Leg",239.0,12,Carvedilol 12 30Cpr Leg
Olanzapina 5mg Prati Donaduzzi 30 Comprimidos,239.0,13,Olanzapina Prati Donaduzzi
Suplemento Alimentar Probid 15 Cápsulas,238.0,12,Suplemento Alimentar Probid
Zinpass Eze 10mg + 10mg com 30 Comprimidos Revestidos,238.0,13,Zinpass Eze Com Revestidos
