EAN;Produto_Original;Preco;Farmacia;Preco_De_Tabela;Preco_Pix;Preco_Cartao;Status_Preco
7898040329532;Suplemento Alimentar Calcitran D3 1000ui 60 comprimidos revestidos;Consultar;Vera Cruz;69.90;66.41;69.90;Disponível
7896658001925;Decongex Plus Gotas 20ml;Consultar;Vera Cruz;19.17;17.30;18.21;Disponível
7896094921993;Neosaldina 10 drágeas;Consultar;Vera Cruz;19.24;14.44;15.20;Disponível
7896212409457;Analgésico Tylenol Criança 32mg/ml Sabor Frutas 60ml;Consultar;Vera Cruz;56.33;41.74;43.94;Disponível
7898430192524;Myrafer 400mg 30 comprimidos revestidos;Consultar;Vera Cruz;66.14;55.92;58.86;Disponível
7896181907275;Vasogard 50mg 30 comprimidos;Consultar;Vera Cruz;32.09;25.30;26.63;Disponível
7897411601567;Hirudoid 500 Pomada 5mg/g 40g;Consultar;Vera Cruz;46.41;44.09;46.41;Disponível
7896094918139;Benegrip Multi Noite 20 comprimidos;Consultar;Vera Cruz;45.99;41.07;43.23;Disponível
7896548114124;Solução Oftálmica Glautimol 6,8mg/ml 5ml;Consultar;Vera Cruz;16.35;15.53;16.35;Esgotado
7896094201507;Plurair 50mcg/dose Spray 60 doses 6ml;Consultar;Vera Cruz;46.22;36.88;38.82;Esgotado
7896658024887;Dastene 0,5mg 30 cápsulas moles;Consultar;Vera Cruz;130.54;111.62;58.75;Disponível
7897851220076;Amiobal 200MG 30 Comprimidos;Consultar;Vera Cruz;46.86;31.16;32.80;Disponível
7896006203155;Cetrolac SL 10mg 10 comprimidos sublinguais;Consultar;Vera Cruz;37.12;28.57;30.07;Disponível
7891317000547;Ebastel 1mg/ml Xarope 60ml;Consultar;Vera Cruz;79.82;65.97;69.44;Disponível
7896637023641;Meclin 50mg 15 comprimidos;Consultar;Vera Cruz;53.39;42.61;44.85;Disponível
7898133130403;Maxalgina 500mg/ml Gotas Sabor Abacaxi 10ml;Consultar;Vera Cruz;5.42;5.15;5.42;Esgotado
5060632506146;Actonel Chronos 35mg 4 comprimidos revestidos de liberação retardada;Consultar;Vera Cruz;271.82;206.59;72.49;Disponível
7896070600447;Fenergan 25mg 20 comprimidos revestidos;Consultar;Vera Cruz;19.97;17.07;17.97;Disponível
7891721023422;Flexive CDM Creme 25g;Consultar;Vera Cruz;56.58;48.92;51.49;Disponível
7898040320973;Abrilar 7mg/ml Xarope 100ml;Consultar;Vera Cruz;49.77;42.09;44.30;Disponível
7896112492740;Triazol 150mg 1 cápsula;Consultar;Vera Cruz;38.64;31.94;33.62;Disponível
7897337705837;Solução Oftálmica Timoptol 0,5% 5ml;Consultar;Vera Cruz;24.04;20.79;21.88;Disponível
7898133136450;Varivax 100mg 30 comprimidos;Consultar;Vera Cruz;35.90;30.69;32.31;Disponível
7896241248430;Lipless 100mg 30 comprimidos;Consultar;Vera Cruz;126.80;120.46;63.40;Disponível
7898968453104;Atensina 0,150mg 30 comprimidos;Consultar;Vera Cruz;12.99;10.36;10.91;Disponível
7896015593216;Sal de Frutas Eno Tônica 100g;Consultar;Vera Cruz;30.73;22.77;24.28;Esgotado
8902220106079;Azukon MR 30mg 30 Comprimidos;Consultar;Vera Cruz;22.60;15.88;16.72;Disponível
7891317177645;Primera 20 150mcg + 20mcg 21 comprimidos;Consultar;Vera Cruz;45.05;34.67;36.49;Disponível
7896241252420;Drenison N 0,125mg/g + 0,35mg/g Pomada 30g;Consultar;Vera Cruz;45.36;36.63;38.56;Disponível
7891010255862;Tylenol DC 1g Multiplas Dores 4 comprimidos;Consultar;Vera Cruz;9.40;8.40;8.84;Esgotado
7891158103438;Rubenti 200mg 30 cápsulas duras de liberação prolongada;Consultar;Vera Cruz;152.77;120.46;63.40;Disponível
7896382707681;Basaglar 100UI/ml 5 refis de 3ml;Consultar;Vera Cruz;304.59;240.17;84.27;Disponível
7896317906165;Folacin Sabor Laranja Gotas 30ml;Consultar;Vera Cruz;73.15;56.98;59.98;Disponível
7896255766333;Duphaston 10mg 28 comprimidos revestidos;Consultar;Vera Cruz;83.79;67.66;71.22;Disponível
3662042000249;Gel para Higiene dos Olhos Blephagel 40g;Consultar;Vera Cruz;133.25;112.66;59.30;Disponível
7898956544111;Suplemento para Gestantes Regenesis 30 Cápsulas Moles;Consultar;Vera Cruz;84.90;80.66;84.90;Esgotado
7896094210424;Ceci 2mg + 1mg 28 comprimidos revestidos;Consultar;Vera Cruz;103.71;77.83;81.93;Disponível
7896523209364;Loção Pediletan 1% 60ml + Pente Fino;Consultar;Vera Cruz;31.14;19.52;20.55;Disponível
7891268117127;Lípitor 20mg 30 comprimidos revestidos;Consultar;Vera Cruz;254.48;241.76;84.83;Esgotado
7898029550353;Acertanlo 14mg + 10mg 30 comprimidos;Consultar;Vera Cruz;154.44;146.72;51.48;Disponível
7896112422136;Novanlo 2,5mg 30 comprimidos;Consultar;Vera Cruz;78.79;60.63;63.82;Disponível
7898430191244;Suplemento Alimentar UroCran Cranberry 500mg 30 Cápsulas;Consultar;Vera Cruz;107.90;102.51;53.95;Disponível
7894916207546;Somalgin Cardio 325mg 32 comprimidos revestidos de dupla camada;Consultar;Vera Cruz;48.00;36.48;38.40;Disponível
7896658027802;ProVance Aché Sabor Limão 10 Comprimidos Mastigáveis;Consultar;Vera Cruz;47.90;45.51;47.90;Disponível
7896548133613;Solução Oftálmica Claroft 0,12mg/ml 15ml;Consultar;Vera Cruz;14.60;12.48;13.14;Esgotado
7896714274805;Ibufran 400mg 8 cápsulas líquidas;Consultar;Vera Cruz;25.19;10.29;10.83;Disponível
7896083400164;Cáscara Sagrada 75mg 45 Cápsulas Duras;Consultar;Vera Cruz;58.90;55.96;58.90;Disponível
7897595900722;Clorana 50mg 20 comprimidos;Consultar;Vera Cruz;16.15;12.58;13.24;Disponível
7897406119879;Cutisanol 1,5mg/g + 45mg/g Gel 100g;Consultar;Vera Cruz;73.73;57.44;60.46;Disponível
7891106001946;Aspirina Prevent 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;24.47;19.76;20.80;Disponível
7896658008788;Levoid 75mcg 30 comprimidos;Consultar;Vera Cruz;21.55;17.20;18.10;Disponível
8902220116214;Neblock 5mg 60 comprimidos;Consultar;Vera Cruz;109.22;75.74;79.73;Disponível
7896015592769;Advil 600mg 12 Horas 12 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;40.31;27.96;29.43;Disponível
7896548168745;Solução Oftálmica Azopt 10mg/ml 5ml;Consultar;Vera Cruz;111.22;87.69;92.31;Disponível
7897337716307;Mercilon 150mcg + 20mcg 21 comprimidos;Consultar;Vera Cruz;65.51;43.57;45.86;Disponível
7896094916845;Fluviral Noite 20 comprimidos;Consultar;Vera Cruz;35.11;31.68;33.35;Disponível
7896714274652;Peridal 10mg 60 comprimidos;Consultar;Vera Cruz;53.56;47.83;50.35;Disponível
7896637024365;Colchis 1mg 30 comprimidos;Consultar;Vera Cruz;98.46;78.57;82.71;Disponível
7896316301008;Cyclofemina 25mg + 5mg Solução Injetável 1 ampola com 0,5ml;Consultar;Vera Cruz;45.47;34.99;36.83;Esgotado
7896093000217;Descongestionante Inalante Vick Bastão 0,5g;Consultar;Vera Cruz;22.98;21.83;22.98;Disponível
7898040329570;Floratil 200mg 4 envelopes com 1g cada;Consultar;Vera Cruz;39.75;33.61;35.38;Disponível
7895858010331;Zyloric 300mg 30 comprimidos;Consultar;Vera Cruz;69.83;59.04;62.15;Disponível
7896206402396;Crestor 20mg 30 comprimidos revestidos;Consultar;Vera Cruz;404.06;383.86;134.69;Disponível
7896094921429;Buscopan 10mg 20 drágeas;Consultar;Vera Cruz;28.49;23.55;24.79;Disponível
7898029556829;Natrilix SR 1,5mg 30 comprimidos revestidos de liberação prolongada;Consultar;Vera Cruz;60.69;45.55;47.95;Disponível
7898040321253;Dolamin Flex 125mg + 5 mg 15 comprimidos revestidos;Consultar;Vera Cruz;67.86;56.73;59.72;Disponível
7896472501823;Multigrip 20 cápsulas gelatinosas duras;Consultar;Vera Cruz;31.26;20.49;21.57;Disponível
7896212425037;Invokana 100mg 30 comprimidos revestidos;Consultar;Vera Cruz;232.96;179.27;62.90;Disponível
7897947601734;Cimegripe Muc 600mg + 1g 10 comprimidos efervescentes;Consultar;Vera Cruz;26.17;22.33;26.17;Esgotado
7896212428861;Analgésico Tylenol Bebê 100mg/ml Sabor Frutas 15ml + Seringa Dosadora;Consultar;Vera Cruz;57.61;42.69;44.94;Disponível
7891721044137;Glifage 1g 30 comprimidos revestidos;Consultar;Vera Cruz;57.97;44.06;46.38;Disponível
7891317031275;Probiótico 20 Bí 10 Cápsulas com 335mg;Consultar;Vera Cruz;118.90;90.36;95.12;Disponível
7891317015060;Kóide D Xarope 120ml + copo medidor;Consultar;Vera Cruz;52.41;45.81;48.22;Disponível
7891317023898;Gázia 40mg 28 comprimidos gastrorresistentes;Consultar;Vera Cruz;53.40;44.14;46.46;Disponível
7891142982155;Coristina D Pro 8 comprimidos;Consultar;Vera Cruz;25.49;22.52;23.71;Disponível
7896637033589;Arpadol 400mg 30 comprimidos revestidos;Consultar;Vera Cruz;116.69;99.77;52.51;Disponível
7898581710622;Ferinject 50mg/ml 1 ampola com 10ml;Consultar;Vera Cruz;823.86;618.31;216.95;Disponível
7896226505299;Bonviva 150mg 1 comprimido revestido;Consultar;Vera Cruz;360.90;277.71;97.44;Disponível
7896094917477;Gel Hidratante Intravaginal Lubrinat 1 Bisnaga 30g + 10 Aplicadores Descartáveis;Consultar;Vera Cruz;116.90;97.73;51.44;Esgotado
7896227800881;Adesivos Salonpas Pequeno 4un;Consultar;Vera Cruz;4.98;4.11;4.33;Esgotado
7898216367580;Elprazol 20mg 56 cápsulas duras de liberação retardada;Consultar;Vera Cruz;45.29;43.03;45.29;Esgotado
7896004754123;Micropil 0,075mg + 0,030mg 63 comprimidos revestidos;Consultar;Vera Cruz;86.80;67.62;71.18;Disponível
7896641804397;Kaloba 825mg/ml Gotas 50ml;Consultar;Vera Cruz;164.85;136.25;71.71;Disponível
7896094926646;Vabam 20mg 15 comprimidos revestidos;Consultar;Vera Cruz;95.33;90.56;95.33;Esgotado
7896015520533;Antiácido Sonrisal Sabor Tradicional 2 comprimidos efervescentes;Consultar;Vera Cruz;3.22;2.41;2.54;Disponível
7899620910478;Novoprazol 20mg 28 cápsulas;Consultar;Vera Cruz;15.52;6.78;7.14;Disponível
7896181907534;Vasogard 100mg 60 comprimidos;Consultar;Vera Cruz;93.67;70.30;74.00;Disponível
7896094211025;Lenços Nasais Umedecidos Salsep Kids 30un;Consultar;Vera Cruz;25.90;22.39;23.57;Esgotado
7896658001666;Tandrilax Aché 30 comprimidos;Consultar;Vera Cruz;37.16;32.13;33.82;Disponível
7897316805411;Solução Oftálmica Lumigan RC 0,01% 5ml;Consultar;Vera Cruz;277.18;263.32;92.39;Esgotado
7897076921680;Succinato de Solifenacina 10mg Ranbaxy 30 comprimidos revestidos;Consultar;Vera Cruz;170.66;124.84;65.71;Esgotado
7896015592349;Antiácido Eno Pastilhas Mastigáveis 500mg Sabor Menta 4un;Consultar;Vera Cruz;8.90;6.42;6.76;Disponível
7896241225127;Ablok Plus 50mg + 12,5mg 30 comprimidos;Consultar;Vera Cruz;48.41;37.25;39.21;Disponível
7898074610880;Spidufen 1155mg Sabor Menta Anis com 10 Envelopes de 3g cada;Consultar;Vera Cruz;55.37;45.76;48.17;Disponível
7896714203768;Flavonid 450mg + 50mg 30 comprimidos revestidos;Consultar;Vera Cruz;109.88;46.98;49.45;Disponível
7896658006432;Acheflan 5mg/g Creme 30g;Consultar;Vera Cruz;73.42;69.75;73.42;Disponível
7896206402082;Atacand HCT 16mg + 12,5mg 30 comprimidos;Consultar;Vera Cruz;180.86;171.82;60.29;Esgotado
7891058000165;Analgésico Novalgina 500mg/ml 20ml;Consultar;Vera Cruz;32.44;27.74;29.20;Disponível
7898956544579;Suplemento Vitamínico Regenesis Para Gestantes 60 Cápsulas Moles;Consultar;Vera Cruz;149.90;132.44;69.71;Disponível
7896676414530;Helleva 80mg 2 comprimidos;Consultar;Vera Cruz;64.48;53.90;56.74;Disponível
7896006280507;Topcoid 500 Gel 5mg/ml 40g;Consultar;Vera Cruz;36.06;34.26;36.06;Disponível
7891106913683;Flanax 275mg 8 comprimidos;Consultar;Vera Cruz;14.98;13.38;14.08;Disponível
7896112436102;Flavenos 450mg + 50mg 30 comprimidos revestidos;Consultar;Vera Cruz;92.05;69.96;73.64;Disponível
7891058168049;Antialérgico Allegra 120mg 10 comprimidos revestidos;Consultar;Vera Cruz;59.90;48.37;50.92;Disponível
7896082900276;Solução Nasal Sinustrat 9,0mg/ml 30ml;Consultar;Vera Cruz;31.76;23.24;24.46;Disponível
7896658027123;Trezete 10mg + 10mg Aché, 30 comprimidos;Consultar;Vera Cruz;94.40;74.43;78.35;Disponível
7898040321550;Gynopac 4 comprimidos + Creme Ginecológico 35g + 7 aplicadores;Consultar;Vera Cruz;134.51;111.17;58.51;Disponível
7896112427469;Listo 8mg 10 comprimidos de desintegração oral;Consultar;Vera Cruz;56.89;54.05;56.89;Esgotado
7896523207681;Ambroxmel 30mg/5ml Xarope Sabor Mel e Eucalipto 120ml;Consultar;Vera Cruz;27.94;17.52;18.44;Disponível
7897572000933;Sandrena 0,1mg Gel 28 sachês com 1g;Consultar;Vera Cruz;94.72;63.89;67.25;Disponível
7891058021597;Anador 500mg 24 comprimidos;Consultar;Vera Cruz;29.98;24.49;25.78;Disponível
7898926572113;Spray Nasal Aquoso Nasonex 120 doses 17ml;Consultar;Vera Cruz;70.46;57.57;60.60;Disponível
7898948648377;Vagifem 10mcg 18 comprimidos vaginais com aplicadores individuais;Consultar;Vera Cruz;156.12;126.07;66.35;Disponível
7891721029394;Citoneurin 5.000 100mg + 100mg + 5.000mcg 60 drágeas;Consultar;Vera Cruz;199.85;142.40;74.95;Disponível
7896094206502;Venzer 16mg 30 comprimidos;Consultar;Vera Cruz;89.79;64.83;68.24;Disponível
7896181909101;Betalor 5mg + 50mg 30 cápsulas;Consultar;Vera Cruz;89.76;68.22;71.81;Disponível
7898029558755;Vastarel Caps LP 80mg 30 cápsulas duras de liberação prolongada;Consultar;Vera Cruz;218.34;207.42;72.78;Disponível
7896094208933;Vatis 150mg 60 comprimidos revestidos;Consultar;Vera Cruz;91.71;69.70;73.37;Disponível
7898040322205;Reduclim 2,5mg 35 comprimidos;Consultar;Vera Cruz;131.20;98.47;51.83;Esgotado
7896523206271;Spray Ciflogex Sabor Mel 30ml;Consultar;Vera Cruz;32.18;18.34;19.31;Disponível
7891106001755;Gino Canesten 1 Dia 500mg 1 comprimido vaginal + 1 aplicador;Consultar;Vera Cruz;104.90;88.69;93.36;Disponível
7891058021740;Anador 500mg 4 comprimidos;Consultar;Vera Cruz;5.64;4.50;4.74;Disponível
8902220114180;Iccor 2,5mg 30 comprimidos revestidos;Consultar;Vera Cruz;61.42;42.01;44.22;Disponível
7896641806414;Siilif 100mg 60 comprimidos revestidos;Consultar;Vera Cruz;197.50;150.10;52.67;Disponível
7898908753172;Traumeel S Pomada 50g;Consultar;Vera Cruz;97.90;82.77;87.13;Disponível
7898100244560;Gripalcê Uno Bebê Sabor Cereja 15ml;Consultar;Vera Cruz;36.54;34.71;36.54;Esgotado
7896269955204;Seretide Spray 25mcg + 125mcg/dose Suspensão Aerossol 120 doses + válvula dosadora;Consultar;Vera Cruz;194.05;184.35;64.68;Disponível
7896658003554;Decadron 0,5mg/5ml Elixir Sabor Cereja e Menta 120ml;Consultar;Vera Cruz;36.19;30.60;32.21;Disponível
7897316805558;Pred Mild 0,12% 5ml;Consultar;Vera Cruz;29.63;28.15;29.63;Esgotado
7893353041393;Buscoveran Composto 10ml;Consultar;Vera Cruz;14.88;14.14;14.88;Esgotado
7896685300626;Gamax 980mg 15 cápsulas;Consultar;Vera Cruz;103.74;81.80;86.10;Esgotado
7891317031268;Regulador Intestinal 20 Bí 5 Cápsulas com 335mg;Consultar;Vera Cruz;69.90;53.12;55.92;Disponível
7896094999954;Buscofem 400mg 20 cápsulas;Consultar;Vera Cruz;57.48;44.77;47.13;Disponível
7898040328535;Varicell Phyto 500mg 30 cápsulas;Consultar;Vera Cruz;63.44;44.60;46.95;Disponível
7896026304306;Micardis HCT 40mg + 12,5mg 30 comprimidos;Consultar;Vera Cruz;233.15;221.49;77.72;Disponível
7896658038266;Nienza 6,25mg 30 comprimidos;Consultar;Vera Cruz;22.41;15.97;16.81;Esgotado
7891317411909;Percof 6mg/ml 120ml;Consultar;Vera Cruz;46.63;39.43;41.50;Disponível
7891317123543;Ésio 20mg 28 comprimidos revestidos;Consultar;Vera Cruz;97.41;75.89;79.88;Disponível
7896112411512;Ablok Plus 50mg + 12,5mg 60 comprimidos;Consultar;Vera Cruz;96.85;71.76;75.54;Disponível
7896094914971;Atrofem 10 cápsulas moles;Consultar;Vera Cruz;31.60;26.12;27.49;Esgotado
7896094201033;Diminut 75mcg + 20mcg 63 comprimidos revestidos;Consultar;Vera Cruz;126.19;89.91;94.64;Disponível
7898040328542;Creme Dermatológico Clotrimix 10mg/g 20g;Consultar;Vera Cruz;33.05;22.30;23.47;Disponível
7897129301506;Hixizine 2mg/ml Xarope 120ml;Consultar;Vera Cruz;64.32;50.72;53.39;Disponível
7896269955372;Seretide Spray 25mcg + 250mcg/dose Suspensão Aerossol 120 doses + válvula dosadora;Consultar;Vera Cruz;315.29;299.53;105.10;Disponível
7891317015053;Kóide Elixir 120ml + copo medidor;Consultar;Vera Cruz;26.56;21.95;23.11;Esgotado
7896004817569;Bálsamo Bengué Pomada 20g;Consultar;Vera Cruz;28.41;21.05;22.16;Disponível
7891317465650;Selene 0,035mg + 2mg 63 comprimidos revestidos;Consultar;Vera Cruz;76.32;58.73;61.82;Disponível
7896006248316;Histadin D 5mg + 120mg 12 comprimidos revestidos;Consultar;Vera Cruz;58.55;47.28;49.77;Disponível
7896004728704;Suavicid Legrand Bisnaga com 30g;Consultar;Vera Cruz;224.52;202.63;71.10;Disponível
7891317432461;Musculare 5mg 30 comprimidos;Consultar;Vera Cruz;41.24;34.09;35.88;Esgotado
7894916550086;Isordil 10mg 30 comprimidos;Consultar;Vera Cruz;13.91;10.84;11.41;Disponível
7896070601765;Profenid Entérico 100mg 20 comprimidos revestidos;Consultar;Vera Cruz;84.77;69.26;72.90;Disponível
7896658006050;Diosmin 450mg + 50mg 60 comprimidos revestidos;Consultar;Vera Cruz;148.35;140.93;74.18;Disponível
7897129303654;Aloxidil 50mg/ml Spray Capilar 50ml;Consultar;Vera Cruz;87.33;82.96;87.33;Esgotado
4987188568712;Bye Bye Fever para Bebês 0 a 2 Anos 2 unidades;Consultar;Vera Cruz;15.90;12.08;12.72;Disponível
7896241293737;Vaslip 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;28.33;20.72;21.81;Disponível
7896382707070;Livalo 2mg 30 comprimidos revestidos;Consultar;Vera Cruz;148.66;98.86;52.03;Disponível
7896241248287;Level 0,10mg + 0,02mg 21 comprimidos revestidos;Consultar;Vera Cruz;30.52;22.90;24.11;Disponível
8902220109582;Rosucor 10mg 60 comprimidos revestidos;Consultar;Vera Cruz;84.36;56.10;59.05;Disponível
7896255717717;Teolong 100mg 30 cápsulas com microgrânulos de liberação prolongada;Consultar;Vera Cruz;26.04;21.27;22.39;Disponível
7896862991937;Deltametril D 4% Emulsão Capilar 100ml;Consultar;Vera Cruz;35.90;22.85;24.05;Disponível
7899470802565;Buscoplex Composto Gotas 20ml;Consultar;Vera Cruz;15.44;14.67;15.44;Disponível
7891058008642;Analgésico Novalgina 500mg 10 comprimidos;Consultar;Vera Cruz;16.64;14.71;15.48;Disponível
7896016801501;Luftal 40mg 20 comprimidos;Consultar;Vera Cruz;44.99;36.33;38.24;Disponível
7897851221158;Capilarema 75mg 60 comprimidos;Consultar;Vera Cruz;119.66;90.94;95.73;Disponível
7896226500515;Prolopa 200/50mg 30 comprimidos;Consultar;Vera Cruz;131.36;104.82;55.17;Disponível
7896714210018;Doralgina Neo Química 20 drágeas;Consultar;Vera Cruz;36.46;18.35;19.32;Disponível
7898074616073;Fluimucil 100mg/ml Solução Injetável 5 ampolas com 3ml cada;Consultar;Vera Cruz;37.71;30.45;32.05;Disponível
7898593052888;Flucetil 600mg 16 Envelopes de 5g;Consultar;Vera Cruz;35.99;34.19;35.99;Esgotado
7896015591946;Leite de Magnésia Eno Tradicional 350ml;Consultar;Vera Cruz;27.90;21.47;22.60;Disponível
7896523216812;Diad 1,5mg 1 comprimido;Consultar;Vera Cruz;22.82;3.47;3.65;Disponível
7891142142252;Diprospan 5mg/ml + 2mg/ml 1 ampola com 1ml + seringa dosadora;Consultar;Vera Cruz;50.60;43.26;45.54;Disponível
7891142982971;Coristina D Congest Xarope Sabor Uva 120ml;Consultar;Vera Cruz;21.99;19.85;20.89;Disponível
7896094203266;Naprix D 5mg + 12,5mg 30 cápsulas duras;Consultar;Vera Cruz;77.47;55.20;58.10;Disponível
7896714214573;Neolefrin Xarope Sabor Cereja Neo Química 60ml;Consultar;Vera Cruz;26.08;20.81;21.91;Disponível
7891058003029;Lantus Solostar 100UI/ml 1 carpule com 3ml + 1 sistema aplicador;Consultar;Vera Cruz;125.06;98.61;51.90;Disponível
7896658005930;Xarope Transpulmin 200mg/15ml Sabor Menta 150ml;Consultar;Vera Cruz;47.82;40.89;43.04;Disponível
7891721016813;Mesidox 2mg 30 comprimidos;Consultar;Vera Cruz;43.91;35.87;37.76;Esgotado
7898029550339;Acertanlo 7mg + 5mg 30 comprimidos;Consultar;Vera Cruz;89.22;84.76;89.22;Disponível
7896093002457;Pastilhas Vick Drops Sabor Artificial de Laranja 10g;Consultar;Vera Cruz;3.90;3.52;3.71;Esgotado
7896112148852;Beneum 300mg 30 comprimidos revestidos;Consultar;Vera Cruz;35.19;26.74;28.15;Disponível
7891317124236;Holmes H 40mg + 25mg 30 comprimidos;Consultar;Vera Cruz;90.04;65.86;69.33;Disponível
7896046303013;Epitegel 50mg/g Gel Oftálmico 10g;Consultar;Vera Cruz;58.81;41.90;44.11;Disponível
7894916500548;Neutrofer 150mg 30 comprimidos revestidos;Consultar;Vera Cruz;35.76;29.90;31.47;Disponível
7898040329587;Floratil 200mg 6 envelopes com 1g cada;Consultar;Vera Cruz;51.86;43.85;46.16;Disponível
7891721201943;Elpenzo 10mg, 30 Comprimidos Revestidos;Consultar;Vera Cruz;61.56;43.27;45.55;Esgotado
7896004803456;Solução Nasal Naridrin 15ml;Consultar;Vera Cruz;24.01;14.15;14.89;Disponível
7891106913997;Microvlar 0,15mg + 0,03mg 21 drágeas;Consultar;Vera Cruz;11.07;7.99;8.41;Disponível
7891142205490;Alivium GC 200mg/ml Sabor Tutti Frutti 20ml;Consultar;Vera Cruz;62.39;55.12;58.02;Disponível
7897129300769;Therapsor 0,5mg/ml Solução Capilar 25ml;Consultar;Vera Cruz;44.90;34.98;36.82;Disponível
7896083400928;Isoflavine 150mg 30 comprimidos;Consultar;Vera Cruz;150.82;121.79;64.10;Disponível
7894916508506;Concárdio 2,5mg 30 comprimidos revestidos;Consultar;Vera Cruz;69.66;66.18;69.66;Disponível
7908134200125;Suplemento para Gestantes Regenesis Premium 60 Cápsulas Moles;Consultar;Vera Cruz;115.90;110.11;57.95;Esgotado
7898569765828;Vitamina D3 50.000UI Althaia 10 Cápsulas Moles;Consultar;Vera Cruz;143.01;54.34;57.20;Disponível
7896658037009;Allestra 30 75mcg + 30mcg 21 comprimidos;Consultar;Vera Cruz;40.30;32.16;33.85;Disponível
7898100240777;Tyflen 200mg/ml 15ml;Consultar;Vera Cruz;10.82;10.28;10.82;Esgotado
7896094921511;Ivevi 2,5mg 28 comprimidos revestidos;Consultar;Vera Cruz;242.87;184.59;64.77;Esgotado
7908134200682;Librene Diu Cobre e Prata Tamanho Mini TCU380AG;Consultar;Vera Cruz;600.03;570.03;200.01;Esgotado
7896112424147;Triazol 150mg 4 cápsula;Consultar;Vera Cruz;126.65;104.68;55.10;Esgotado
7896641812767;Inzelm 10mg 30 comprimidos revestidos;Consultar;Vera Cruz;234.11;186.82;65.55;Disponível
7898430194122;Lavagem Nasal Nasoar XT 15 sachês + frasco aplicador;Consultar;Vera Cruz;72.90;59.56;62.69;Disponível
7891142128744;Cizax 5mg 10 comprimidos;Consultar;Vera Cruz;20.93;17.10;18.00;Esgotado
7896714231143;Neosoro 0,5mg/ml 30ml;Consultar;Vera Cruz;12.14;4.62;4.86;Disponível
7898029550766;Daflon Flex 1000mg FFPM 30 envelopes;Consultar;Vera Cruz;189.20;179.74;63.07;Disponível
7896637022774;Moment 0,25mg/g Creme 50g;Consultar;Vera Cruz;96.09;82.16;86.48;Disponível
7896269900303;Betnovate 1mg/g Creme Dermatológico 30g;Consultar;Vera Cruz;57.44;54.57;57.44;Disponível
7896382700576;Humulin R 1000UI 10ml;Consultar;Vera Cruz;87.81;83.42;87.81;Esgotado
7898029552135;Diamicron MR 30mg 60 comprimidos de liberação prolongada;Consultar;Vera Cruz;105.30;77.03;81.08;Disponível
7897337713450;Desalex 5mg 10 comprimidos revestidos;Consultar;Vera Cruz;84.49;68.23;71.82;Esgotado
7897337712927;Xarope Desalex 60ml;Consultar;Vera Cruz;67.60;58.44;61.52;Disponível
7899547500233;Orlistate 120mg Prati 42 cápsulas duras;Consultar;Vera Cruz;193.36;106.54;56.08;Disponível
7891158100901;Lipidil 200mg 30 cápsulas;Consultar;Vera Cruz;200.10;148.28;52.03;Disponível
7896094916524;Fibras Tamarine Kids Sabor Morango 240ml;Consultar;Vera Cruz;76.90;62.10;65.37;Esgotado
7896714292144;Pepsamar 230mg Sabor Menta 50 comprimidos mastigáveis;Consultar;Vera Cruz;41.89;37.01;38.96;Disponível
7896112122432;Diurix 25mg 30 comprimidos;Consultar;Vera Cruz;4.89;1.86;1.96;Disponível
7896046302047;Liposic Gel Oftálmico Estério 10g;Consultar;Vera Cruz;57.11;43.41;45.69;Disponível
7896094207776;Stanglit 45mg 30 comprimidos;Consultar;Vera Cruz;245.52;170.27;59.74;Disponível
5702191025538;Advantan 1mg/ml Solução Capilar 20ml;Consultar;Vera Cruz;119.89;97.95;51.56;Esgotado
7896004705385;Allexofedrin 180mg 10 comprimidos revestidos;Consultar;Vera Cruz;92.55;52.75;55.53;Disponível
7896523222783;Fluidificante e Descongestionante Nasal Narix Spray 0,9% 50ml;Consultar;Vera Cruz;17.99;10.25;10.79;Esgotado
7896094209695;Descongestionante Nasal Salsep Jet Kids 0,9% Spray Jato Contínuo 100ml;Consultar;Vera Cruz;45.38;38.37;40.39;Esgotado
7894916508377;Brasart HCT 320mg + 25mg 30 comprimidos revestidos;Consultar;Vera Cruz;114.74;109.00;57.37;Disponível
7894916501736;Neutrofer Fólico 250mg/ml + 0,2mg/ml Gotas 30ml;Consultar;Vera Cruz;64.36;55.64;58.57;Disponível
7896026304016;Micardis HCT 80mg + 25mg 30 comprimidos;Consultar;Vera Cruz;260.30;247.29;86.77;Esgotado
7891317922580;Holmes 20mg 30 comprimidos revestidos;Consultar;Vera Cruz;51.18;38.89;40.94;Disponível
7896004812168;Xarope Expec Sabor Framboesa e Caramelo 120ml;Consultar;Vera Cruz;51.79;23.20;24.42;Disponível
7891040029556;Protetor Ocular Nexcare Pequeno 20un;Consultar;Vera Cruz;45.45;39.72;41.81;Disponível
7896094916241;Lisador Dip 1g 4 comprimidos;Consultar;Vera Cruz;10.90;10.36;10.90;Disponível
7896112448358;Level 0,10mg + 0,02mg 63 comprimidos revestidos;Consultar;Vera Cruz;91.64;67.03;70.56;Disponível
7897705202340;Saxenda 6mg/ml 3 carpules com 3ml + 3 sistemas de aplicação;Consultar;Vera Cruz;1058.13;1005.22;352.71;Esgotado
