Produto Original,Total Unidades,Frequencia,Termo de Busca
Beserol 4 comprimidos,323.0,12,Beserol
Puran T4 175mcg 30 comprimidos,323.0,14,Puran T4
Noex 32mcg Spray Nasal 120 doses,323.0,14,Noex Spray Nasal 120 Doses
"Flogoral 1,5mg/ml Sabor Menta 250ml",323.0,12,Flogoral 1 Ml Sabor Menta
"Rapilax 7,5mg/ml Gotas 30ml",323.0,15,Rapilax 7 Ml Gotas
"Volare 20mg/0,2ml 2 seringas preenchidas de 0,2ml com sistema de segurança",323.0,16,Volare 0 2 Seringas Preenchidas De 0 Com Sistema De Segurança
Apracur Duo 12 comprimidos,323.0,14,Apracur Duo
"Fluibron A 7,5mg/ml 10 flaconetes com 2ml cada",323.0,12,Fluibron A 7 Ml 10 Flaconetes Com Cada
Probiótico Enterogermina Adulto Sabor Laranja 9 sachês,323.0,12,Probiótico Enterogermina Adulto Sabor Laranja 9 Sachês
Suplemento Alimentar Ofolato G 15ml,322.0,13,Suplemento Alimentar Ofolato G
"Umma 20mg/g Creme Ginecológico 6,5g + 1 aplicador",322.0,12,Umma G Creme Ginecológico 6 1 Aplicador
Deocil SL 10mg 10 comprimidos sublinguais,322.0,15,Deocil Sl Sublinguais
Xarope Sedavan 6mg/ml Sabor Framboesa 100ml,322.0,12,Xarope Sedavan Ml Sabor Framboesa
Angipress 25mg 30 comprimidos,322.0,15,Angipress
Atlansil 200mg 20 comprimidos,322.0,13,Atlansil
Unoprost 4mg 30 comprimidos,322.0,15,Unoprost
Laxante Fitoterápico Tamarine Geléia Zero Açúcar 150g,322.0,14,Laxante Fitoterápico Tamarine Geléia Zero Açúcar
Caneta para Aplicação de Insulina HumaPen Savvio,322.0,16,Caneta Para Aplicação De Insulina Humapen Savvio
BenicarAnlo 40mg/10mg 30 comprimidos revestidos,322.0,14,Benicaranlo Revestidos
Bismu-Jet 20ml,322.0,12,Bismu Jet
Flexive CDM Creme 50g,322.0,12,Flexive Cdm Creme
Analgésico Pomada Gelol 20g,321.0,14,Analgésico Pomada Gelol
"OLMETEC ANLO - 20mg + 5mg, 30 comprimidos revestidos",321.0,13,Olmetec Anlo Revestidos
Rizi 5mg 30 comprimidos revestidos,321.0,12,Rizi Revestidos
Euthyrox 75mcg 50 comprimidos,321.0,14,Euthyrox
Suplemento Alimentar Ofolato D 2.000 UI 30 comprimidos,321.0,14,Suplemento Alimentar Ofolato D 2 000 Ui
"Solução Oftálmica Glaucotrat 0,5% 5ml",321.0,13,Solução Oftálmica Glaucotrat 0 5
Lacto - Purga 6 comprimidos revestidos,321.0,14,Lacto Purga Revestidos
Press Plus 5mg + 20mg 60 cápsulas,321.0,13,Press Plus
Myrafer 100mg/ml Sabor Doce de Leite 30ml,321.0,13,Myrafer Ml Sabor Doce De Leite
Hixizine 25mg 30 comprimidos,321.0,12,Hixizine
Cafilisador 4 comprimidos,321.0,12,Cafilisador
Noex 50mcg Spray Nasal 200 doses,321.0,14,Noex Spray Nasal 200 Doses
Adipept 20mg 28 comprimidos revestidos,321.0,13,Adipept Revestidos
Spidufen 770mg 10 comprimidos revestidos,321.0,12,Spidufen Revestidos
Sal de Frutas Eno Tradicional 100g,321.0,13,Sal De Frutas Eno Tradicional
Vesicare 5mg 30 comprimidos revestidos,321.0,13,Vesicare Revestidos
"Daivobet 50mcg/g + 0,5mg/g Pomada Dermatológico 30g",321.0,13,Daivobet G 0 G Pomada Dermatológico
Clorana 25mg 30 comprimidos,321.0,14,Clorana
"Inpruv DK 50.000UI + 100mcg Apsen, 4 Comprimidos",321.0,13,Inpruv Dk 50 000Ui Apsen
"Inpruv D 7.000UI Apsen, 10 Comprimidos",321.0,13,Inpruv D 7 000Ui Apsen
"Condroflex 1,5g + 1,2g Sabor Abacaxi 30 sachês com pó para solução oral",320.0,13,Condroflex 1 1 Sabor Abacaxi 30 Sachês Com Pó Para Solução Oral
Suplemento Alimentar Calcitran D3 1000ui 30 comprimidos revestidos,320.0,13,Suplemento Alimentar Calcitran D3 1000Ui Revestidos
Cromolerg 2% Solução Oftálmica 5ml,320.0,12,Cromolerg 2 Solução Oftálmica
Laxante Fitoterápico Naturetti 16 cápsulas,320.0,12,Laxante Fitoterápico Naturetti
Antiácido Gastrobion Sabor Cereja 240ml,320.0,12,Antiácido Gastrobion Sabor Cereja
Claritin 10mg 12 comprimidos,320.0,12,Claritin
"Natifa Pro UBD 0,5mg + 0,1mg 28 comprimidos revestidos",320.0,13,Natifa Pro Ubd 0 0 Revestidos
"Iruxol Mono 1,2U Pomada 15g",320.0,14,Iruxol Mono 1 2U Pomada
"Melocox 7,5mg 10 comprimidos",320.0,13,Melocox 7
Solução Nasal Sinusec Spray 30ml,320.0,12,Solução Nasal Sinusec Spray
Alivium Infantil 30mg/ml Sabor Frutas 100ml,319.0,12,Alivium Infantil Ml Sabor Frutas
Solaquin 40mg/g Creme Dermatológico 30g,319.0,12,Solaquin G Creme Dermatológico
Protetor Ocular Estéril Sancare Tamanho P 10 unidades,319.0,13,Protetor Ocular Estéril Sancare Tamanho P
"Trimbow 100/6/12,5 mcg 120 Doses",319.0,12,Trimbow 100 6 12 120 Doses
Jofix 8mg 10 comprimidos orodispersíveis,319.0,14,Jofix Orodispersíveis
"Óleo Sachet Pielsana 7,5cm X 15cm 5ml",319.0,13,Óleo Sachet Pielsana 7 5Cm X 15Cm
Ixium 50mg/g 12 sachês de Creme Dermatológico com 250mg cada,319.0,14,Ixium G 12 Sachês De Creme Dermatológico Com Cada
DUOMO HP Eurofarma 60 Cápsulas Duras,319.0,13,Duomo Hp Eurofarma Duras
"Solução Oftálmica Azorga 10mg/ml + 6,8mg/ml 6ml",319.0,12,Solução Oftálmica Azorga Ml 6 Ml
Tâmisa 20 75mcg + 20mcg 21 comprimidos revestidos,319.0,14,Tâmisa 20 Revestidos
Flavenos 900mg + 100mg 30 comprimidos revestidos,319.0,13,Flavenos Revestidos
Nienza 25mg 30 comprimidos,319.0,13,Nienza
Plenance 10mg 30 comprimidos revestidos,318.0,12,Plenance Revestidos
Motore 250mg 60 cápsulas,318.0,12,Motore
Piemonte 5mg 30 comprimidos mastigáveis,318.0,13,Piemonte Mastigáveis
Bexai 35mg 20 capsúlas,318.0,14,Bexai 20 Capsúlas
Cicladol 20mg 5 comprimidos,318.0,12,Cicladol
Azukon MR 30mg 60 Comprimidos,318.0,14,Azukon Mr
Cognitus 225mg 60 comprimidos revestidos,318.0,13,Cognitus Revestidos
Flogoral 5mg/g Creme Dental Sabor Menta 70g,318.0,13,Flogoral G Creme Dental Sabor Menta
Betadine XR 32mg 30 comprimidos,318.0,12,Betadine Xr
"Trok - N 20mg/g + 0,64mg/g + 2,5mg/g Pomada Dermatológica 10g",318.0,15,Trok N G 0 G 2 G Pomada Dermatológica
Caltrate Ca 600mg + D3 200 UI 30 comprimidos revestidos,318.0,12,Caltrate Ca D3 200 Ui Revestidos
"Artemidis 35 0,035mg + 2mg 21 comprimidos revestidos",318.0,13,Artemidis 35 0 Revestidos
Ritmonorm 300mg 60 comprimidos revestidos,317.0,13,Ritmonorm Revestidos
Vasopril 20mg 30 comprimidos,317.0,14,Vasopril
Suplemento Alimentar Zirvit Pré 30 cápsulas,317.0,15,Suplemento Alimentar Zirvit Pré
Femina 150mcg + 20mcg 63 comprimidos revestidos,317.0,14,Femina Revestidos
Sal de Frutas Eno Guaraná 100g,317.0,14,Sal De Frutas Eno Guaraná
Lactulife Sabor Artificial Salada de Frutas 120ml,317.0,12,Lactulife Sabor Artificial Salada De Frutas
Restaurador da Flora Intestinal Repoflor Pediátrico 200mg 4 envelopes com 1g cada,317.0,13,Restaurador Da Flora Intestinal Repoflor Pediátrico Com Cada
Suplemento Alimentar de Lactase Levty 8 comprimidos com  10.000 U.FCC cada,317.0,13,Suplemento Alimentar De Lactase Levty Com 10 000 U Fcc Cada
Atrovent N 20mcg/dose 10ml + 1 bocal (200 doses),317.0,12,Atrovent N Dose 1 Bocal 200 Doses
Dobeven 500mg 30 cápsulas,317.0,14,Dobeven
Creme Dermatológico Fenergan 20mg/g 30g,317.0,13,Creme Dermatológico Fenergan G
Regulador Intestinal Leiba 200 12 Cápsulas,317.0,12,Regulador Intestinal Leiba 200
Suplemento Alimentar Lavitan Pré-Natal Multi 30 comprimidos revestidos,317.0,14,Suplemento Alimentar Lavitan Pré Natal Multi Revestidos
Plenance EZE 10mg+10mg 30 cápsulas,317.0,13,Plenance Eze
"Fluidificante e Descongestionante Nasal Rinosoro Jet XT 0,9% 100ml",317.0,13,Fluidificante E Descongestionante Nasal Rinosoro Jet Xt 0 9
Busonid Aquoso Nasal 32mcg 120 doses 6ml,317.0,14,Busonid Aquoso Nasal 120 Doses
Labirin 16mg 30 comprimidos,317.0,12,Labirin
Helioral 250mg 60 cápsulas,317.0,13,Helioral
Utrogestan 200mg 14 cápsulas,317.0,12,Utrogestan
Hemax Eritron 4.000UI Aché 1 ampola com pó liofilizado e 1 ampola com 2ml de diluente,317.0,13,Hemax Eritron 4 000Ui Aché 1 Ampola Com Pó Liofilizado E 1 Ampola Com De Diluente
Oscillococcinum 30 Tubos,316.0,12,Oscillococcinum 30 Tubos
Suplemento Alimentar Ofalato 90 comprimidos,316.0,14,Suplemento Alimentar Ofalato
Xarope Phitóss 7mg/ml Sabor Framboesa 100ml,316.0,15,Xarope Phitóss Ml Sabor Framboesa
Antialérgico Histamin 2mg 20 comprimidos,316.0,13,Antialérgico Histamin
Librene Diu Cobre e Prata Tamanho Normal TCU380AG,316.0,12,Librene Diu Cobre E Prata Tamanho Normal Tcu380Ag
Rosucor 20mg 30 comprimidos revestidos,316.0,14,Rosucor Revestidos
Dexason Elixir 100ml,316.0,13,Dexason Elixir
Biovicerin 6 flaconetes com 5ml cada,316.0,13,Biovicerin 6 Flaconetes Com Cada
"Annita 500mg, 6 comprimidos revestidos",316.0,14,Annita Revestidos
Bravan HCT 160mg + 25mg 30 comprimidos,316.0,12,Bravan Hct
Engov 12 comprimidos,316.0,15,Engov
Apresolina 25mg 20 drágeas,316.0,13,Apresolina
Solução Oftálmica Oftpred 10mg/ml 5ml,316.0,12,Solução Oftálmica Oftpred Ml
Condroflex 500mg + 400mg 60 cápsulas,316.0,13,Condroflex
"Descongestionante Nasal Salsep 0,9% 360° Bebê e Criança 50ml",316.0,14,Descongestionante Nasal Salsep 0 9 360 Bebê E Criança
Trilax 300mg + 125mg + 50mg + 30mg 30 comprimidos,315.0,13,Trilax
Pivast 2mg 30 comprimidos revestidos,315.0,13,Pivast Revestidos
Antialérgico Allegra Pediátrico 6mg/ml 1 frasco de 60ml de suspensão de uso oral,315.0,13,Antialérgico Allegra Pediátrico Ml 1 Frasco De De Suspensão De
AAS Infantil 100mg com 30 comprimidos,315.0,12,Aas Infantil Com
Gynomax Creme Vaginal 35g + 7 aplicadores descartáveis,315.0,12,Gynomax Creme Vaginal 7 Aplicadores Descartáveis
Aceratum 100mg/ml Solução Otológica 10ml,315.0,14,Aceratum Ml Solução Otológica
"Laxante Minilax 7 bisnagas com 6,5g",315.0,14,Laxante Minilax 7 Bisnagas Com 6
Vaporizante Descongestionante Vick VapoRub Unguento 12g,315.0,12,Vaporizante Descongestionante Vick Vaporub Unguento
Engov 24 comprimidos,315.0,14,Engov
"Trok 20mg/g + 0,64mg/g Creme Dermatológico 30g",315.0,15,Trok G 0 G Creme Dermatológico
Jardiance 25mg 30 comprimidos revestidos,315.0,15,Jardiance Revestidos
Prelone 11mg/ml Gotas Sabor Cereja 20ml,315.0,13,Prelone Ml Gotas Sabor Cereja
Allestra 15 60mcg + 15mcg 28 comprimidos,315.0,13,Allestra 15
Sal de Frutas Eno Abacaxi 2 envelopes com 5g cada,315.0,13,Sal De Frutas Eno Abacaxi Com Cada
Risedross 35mg 4 comprimidos revestidos,315.0,13,Risedross Revestidos
"Vitacid 0,25mg/g Gel 25g",315.0,14,Vitacid 0 G Gel
Tylenol Sinus 500g + 30mg 24 comprimidos revestidos,315.0,13,Tylenol Sinus Revestidos
Laringex Sabor Menta 16 pastilhas,315.0,13,Laringex Sabor Menta 16 Pastilhas
Nevrix 100mg + 100mg + 5mg 60 comprimidos revestidos,314.0,12,Nevrix Revestidos
Fibras Normaten Fit 10 Sachês,314.0,13,Fibras Normaten Fit 10 Sachês
Musculare 5mg 15 comprimidos,314.0,12,Musculare
Emulsão Keltrina Plus 5% Fragrância de Erva Doce 60ml,314.0,13,Emulsão Keltrina Plus 5 Fragrância De Erva Doce
Renitec 10mg 30 comprimidos,314.0,15,Renitec
"Descongestionante Nasal Salsep Jet 0,9% Jato Contínuo 100ml",314.0,15,Descongestionante Nasal Salsep Jet 0 9 Jato Contínuo
"Venzer HCT 16mg + 12,5mg 30 comprimidos",314.0,14,Venzer Hct 12
Ellura 200mg 30 cápsulas,314.0,12,Ellura
"Eliquis 2,5mg 60 comprimidos revestidos",314.0,14,Eliquis 2 Revestidos
Xantinon 10 comprimidos revestidos,313.0,13,Xantinon Revestidos
Janumet 50mg + 1000mg 56 comprimidos revestidos,313.0,14,Janumet Revestidos
Suplemento Alimentar Doss 1.000UI Vitamina D3 30 cápsulas gelatinosas moles,313.0,13,Suplemento Alimentar Doss 1 000Ui Vitamina D3 Gelatinosas Moles
Laxante Muvinlax Sabor Limão 20 sachês com 14g,313.0,13,Laxante Muvinlax Sabor Limão 20 Sachês Com
Tylenol DC 1g 20 comprimidos revestidos,313.0,13,Tylenol Dc Revestidos
Alenia Refil 12mcg + 400mcg 60 cápsulas inalatórias,313.0,14,Alenia Refil Inalatórias
Xigduo XR 10mg + 1000mg 30 comprimidos revestidos de liberação prolongada,313.0,13,Xigduo Xr Revestidos De Liberação Prolongada
Coledue R 10mg + 10mg 30 cápsulas duras,313.0,13,Coledue R Duras
Chá Stilgrip Sabor Mel e Limão 5g,313.0,13,Chá Stilgrip Sabor Mel E Limão
Folifer 5mg + 150mg 30 comprimidos revestidos,313.0,13,Folifer Revestidos
Suplemento Alimentar Bifilac GeFlora Probióticos 14 Sticks,313.0,15,Suplemento Alimentar Bifilac Geflora Probióticos 14 Sticks
Arflex Retard 200mg 12 cápsulas de ação prolongada,312.0,12,Arflex Retard De Ação Prolongada
Finalop 1mg 30 Comprimidos Revestidos,312.0,15,Finalop Revestidos
Fibra Metamucil Sabor Laranja 174g,312.0,12,Fibra Metamucil Sabor Laranja
Natifa 1mg 28 comprimidos revestidos,312.0,12,Natifa Revestidos
Ciclo 21 União Química 21 comprimidos,312.0,13,Ciclo 21 União Química
Gel Hidratante Intravaginal Provagin 30g,312.0,15,Gel Hidratante Intravaginal Provagin
Renalapril 5mg 30 comprimidos,312.0,13,Renalapril
Stele 1mg/g Creme Ginecológico 50g + 5 aplicadores,312.0,16,Stele G Creme Ginecológico 5 Aplicadores
Perfenol 20 cápsulas,312.0,13,Perfenol
Solução Oftálmica TriSorb 15ml,312.0,14,Solução Oftálmica Trisorb
"Pediderm 0,2mg/ml  Shampoo 100ml",312.0,13,Pediderm 0 Ml Shampoo
Albocresil 90mg Óvulo 6un,312.0,12,Albocresil Óvulo 6Un
Analgésico Advil Extra Alivio ibuprofeno 400mg 8 cápsulas,312.0,13,Analgésico Advil Extra Alivio Ibuprofeno
Betnovate 1mg/g Pomada 30g,311.0,12,Betnovate G Pomada
Biovicerin 12 flaconetes com 5ml cada,311.0,14,Biovicerin 12 Flaconetes Com Cada
Cystex 24 drágeas,311.0,12,Cystex
Nactali 75mcg 28 comprimidos revestidos,311.0,13,Nactali Revestidos
Stanglit 30mg 60 comprimidos,311.0,13,Stanglit
"Molièri 20 3mg + 0,02mg 24 comprimidos revestidos",311.0,12,Moli Ri 20 0 Revestidos
"Microvlar 0,15mg + 0,03mg 63 drágeas",311.0,12,Microvlar 0 0
Promim 10mg/g Creme Ginecológico 30g + 20 aplicadores,311.0,13,Promim G Creme Ginecológico 20 Aplicadores
Riopan 80mg/ml 240ml,311.0,13,Riopan Ml
Mioflex A 125mg + 50mg + 300mg + 30mg 12 Comprimidos,311.0,13,Mioflex A
Suspensão Oftálmica Nevanac 1mg/ml 5ml,311.0,12,Suspensão Oftálmica Nevanac Ml
Janumet XR 50mg/1000mg 60 comprimidos revestidos de liberação prolongada,311.0,12,Janumet Xr Revestidos De Liberação Prolongada
Concárdio 10mg 30 comprimidos revestidos,311.0,12,Concárdio Revestidos
Celestone 4mg/ml 1 ampola com 1ml de solução de uso intramuscular ou intravenoso,310.0,14,Celestone Ml 1 Ampola Com De Solução De Uso Intramuscular Ou Intravenoso
Sinvascor 40mg 30 comprimidos revestidos,310.0,13,Sinvascor Revestidos
Deriva Micro 1mg/g Gel de Liberação Controlada 30g,310.0,13,Deriva Micro G Gel De Liberação Controlada
Allexofedrin D 60mg + 120mg 10 comprimidos revestidos,310.0,13,Allexofedrin D Revestidos
"Rehidrat 90 Sabor Natural 4 envelopes de 13,95g",310.0,12,Rehidrat 90 Sabor Natural De 13
Olina 60ml,310.0,12,Olina
Nevrix IM 100mg/2ml + 100mg/2ml + 5mg/2ml Solução Injetável 3 ampolas com 2ml cada,310.0,12,Nevrix Im Solução Injetável 3 Ampolas Com Cada
Doss 50.000UI 8 cápsulas gelatinosas moles,310.0,14,Doss 50 000Ui Gelatinosas Moles
"Dexador 5mg + 100mg + 100mg + 0,5mg 20 comprimidos revestidos",310.0,13,Dexador 0 Revestidos
Bye Bye Fever para Crianças 2 unidades,310.0,13,Bye Bye Fever Para Crianças
Imecap Hair Cabelos e Unhas 30 Cápsulas,310.0,13,Imecap Hair Cabelos E Unhas
Synthroid 75mcg 30 comprimidos,310.0,12,Synthroid
Venzer 32mg 30 comprimidos,310.0,13,Venzer
Voltaren 75mg/3ml Solução Injetável 5 ampolas com 3ml cada,310.0,14,Voltaren Solução Injetável 5 Ampolas Com Cada
Profenid 50mg 24 cápsulas duras,310.0,13,Profenid Duras
Vick Pyrena Grip-7 5 Cápsulas,310.0,12,Vick Pyrena Grip 7
Floratil AT 250mg 6 cápsulas,310.0,13,Floratil At
"Etna 2,5mg + 1,5mg + 1,0mg 50 cápsulas",310.0,15,Etna 2 1 1
Artrolive 500mg + 400mg 30 cápsulas,310.0,12,Artrolive
Mesidox 4mg 30 comprimidos,310.0,12,Mesidox
Gel Dersani Hidrogel com Alginato 85g,310.0,13,Gel Dersani Hidrogel Com Alginato
Xifaxan 550mg 28 comprimidos revestidos,310.0,12,Xifaxan Revestidos
Naprix A 10mg + 10mg 30 cápsulas,309.0,12,Naprix A
Xarope Vick Pediátrico 120ml,309.0,13,Xarope Vick Pediátrico
Fostair DPI 100mcg/6mcg por inalação 1 Dispositivo Next DPI com 120 doses,309.0,14,Fostair Dpi Por Inalação 1 Dispositivo Next Dpi Com 120 Doses
Bivolet 5mg Biolab 90 comprimidos,309.0,14,Bivolet Biolab
Digeliv 400GaIU 30 sachês com 2g cada,309.0,13,Digeliv Aiu 30 Sachês Com Cada
Synthroid 100mcg 30 comprimidos,309.0,13,Synthroid
Micolamina 10mg/g Creme 20g,309.0,12,Micolamina G Creme
Floralyte 45 Sabor Laranja 500ml,309.0,13,Floralyte 45 Sabor Laranja
"Xalacom 50mcg/ml + 5mg/ml Solução Oftálmica 2,5ml",309.0,13,Xalacom Ml Ml Solução Oftálmica 2
Arnica Weleda 80 comprimidos,309.0,12,Arnica Weleda
Meritor 4mg + 1000mg 30 comprimidos revestidos,309.0,14,Meritor Revestidos
Solução Oftálmica Maxidex 1mg/ml 5ml,309.0,13,Solução Oftálmica Maxidex Ml
Calminex Diclo Aerossol 85ml,309.0,14,Calminex Diclo Aerossol
Hirudoid 300 Pomada 3mg/g 40g,308.0,12,Hirudoid 300 Pomada G
Symbicort Spray 6/200 mcg 60 doses de pó de uso inalatório,308.0,13,Symbicort Spray 6 60 Doses De Pó De Uso Inalatório
"Nienza 12,5mg 30 comprimidos",308.0,14,Nienza 12
Cueca para Hérnia Inguinal Dupla Dilepé Cor Preta Tamanho P,308.0,13,Cueca Para Hérnia Inguinal Dupla Dilepé Cor Preta Tamanho P
Anador 1g 4 comprimidos,308.0,15,Anador
Predsim 3mg/ml 60ml + dosador,308.0,13,Predsim Ml Dosador
"Venolise 26,7mg 30 comprimidos revestidos",308.0,12,Venolise 26 Revestidos
Analgésico Tylenol 750mg Liberação Imediata 20 comprimidos revestidos,308.0,15,Analgésico Tylenol Liberação Imediata Revestidos
Xarope Benegrip Multi Sabor Frutas Vermelhas 240ml,308.0,13,Xarope Benegrip Multi Sabor Frutas Vermelhas
"Atrovent 0,250mg/ml Gotas 20ml",308.0,12,Atrovent 0 Ml Gotas
Redoxon 2g Sabor Lima-Limão 10 comprimidos efervescentes,307.0,12,Redoxon Sabor Lima Limão Efervescentes
Sustrate 10mg 50 comprimidos,307.0,14,Sustrate
Vitamina D3 Althaia 7.000 UI 8 cápsulas moles,307.0,13,Vitamina D3 Althaia 7 000 Ui Moles
Mesacol 800mg 30 comprimidos revestidos,307.0,12,Mesacol Revestidos
Novoprazol 20mg 56 Cápsulas,307.0,15,Novoprazol
Risedross 150mg 1 comprimido revestido,307.0,13,Risedross Revestido
Euthyrox 175mcg 50 comprimidos,307.0,14,Euthyrox
DPrev 5.000UI 30 comprimidos revestidos,307.0,13,Dprev 5 000Ui Revestidos
Solução Nasal Sorine Jet Baby Jato Suave Contínuo 100ml,307.0,14,Solução Nasal Sorine Jet Baby Jato Suave Contínuo
Dobeven 500mg 60 cápsulas gelatinosas duras,306.0,13,Dobeven Gelatinosas Duras
"Cor-Select 2,5mg 30 comprimidos Biolab",306.0,13,Cor Select 2 Biolab
Suplemento Vitamínico Combi AD 30ml + Seringa Dosadora,306.0,14,Suplemento Vitamínico Combi Ad Seringa Dosadora
"Cicloprimogyna (2mg) + (2mg + 0,25mg) 21 drágeas",306.0,12,Cicloprimogyna 0
Vaporizante Descongestionante Vick VapoRub Unguento 100g,306.0,13,Vaporizante Descongestionante Vick Vaporub Unguento
"Trayenta Duo 2,5mg + 500mg 60 comprimidos revestidos",306.0,12,Trayenta Duo 2 Revestidos
Venaflon 450mg + 50mg 60 comprimidos revestidos,306.0,12,Venaflon Revestidos
Lisador 16 comprimidos,306.0,12,Lisador
Press Plus 5mg + 10mg 30 cápsulas,306.0,13,Press Plus
Analgésico Cafiaspirina 4 comprimidos,306.0,13,Analgésico Cafiaspirina
Anador 1g 20 comprimidos,306.0,12,Anador
Pomada Dermatológico Nebacetin 50g,306.0,13,Pomada Dermatológico Nebacetin
Cerazette 75mcg 28 comprimidos revestidos,306.0,14,Cerazette Revestidos
Synthroid 50mcg 30 comprimidos,305.0,13,Synthroid
Gotas Preciosas 30ml,305.0,12,Gotas Preciosas
Maxalgina 500mg/ml Gotas Sabor Abacaxi 20ml,305.0,12,Maxalgina Ml Gotas Sabor Abacaxi
Relvar Ellipta 100mcg + 25mcg 30 doses de pó para inalação,305.0,13,Relvar Ellipta 30 Doses De Pó Para Inalação
Maleato de Dexclorfeniramina 2mg EMS 20 comprimidos,305.0,12,Maleato De Dexclorfeniramina Ems
Labirin 8mg 30 comprimidos,305.0,12,Labirin
Trombofob 200U Gel 40g,305.0,13,Trombofob 200U Gel
Oxotron 60mg 15 comprimidos,305.0,13,Oxotron
"Arulatan 50mcg/ml Solução Oftálmica 2,5ml",305.0,13,Arulatan Ml Solução Oftálmica 2
Vitamina D3 Addera D3 7.000UI 4 comprimidos revestidos,305.0,12,Vitamina D3 Addera D3 7 000Ui Revestidos
Stugeron 75mg 30 comprimidos,305.0,13,Stugeron
ProVance Mini 360 mg Aché 5 sachês,305.0,14,Provance Mini Aché 5 Sachês
"Flogoral 1,5mg/ml Spray Sabor Menta 30ml",305.0,12,Flogoral 1 Ml Spray Sabor Menta
Antiácido Estomazil Pastilhas Sabor Abacaxi 20 comprimidos mastigáveis,305.0,14,Antiácido Estomazil Pastilhas Sabor Abacaxi Mastigáveis
Prelone 5mg 10 comprimidos,305.0,13,Prelone
Gamax 30 Cápsulas Gelatinosas,305.0,12,Gamax Gelatinosas
"AdviPro 11,6mg Gel 60g",305.0,13,Advipro 11 Gel
Dramin CapsGel 50mg 10 Cápsulas Mole,305.0,12,Dramin Capsgel Mole
Euthyrox 88mcg 50 comprimidos,305.0,13,Euthyrox
PANTOGAR - 60 cápsulas gelatinosas duras?,304.0,12,Pantogar Gelatinosas Duras
"Solução Oftálmica Azorga 10mg/ml + 6,8mg/ml 5ml",304.0,12,Solução Oftálmica Azorga Ml 6 Ml
"Toujeo 300U/ml 1 caneta descartável com 1,5ml de solução injetável",304.0,13,Toujeo 300U Ml 1 Caneta Descartável Com 1 De Solução Injetável
Analgésico Sonridor Caf 2 comprimidos efervescentes,304.0,13,Analgésico Sonridor Caf Efervescentes
Primogyna 2mg 28 drágeas,304.0,14,Primogyna
Alektos 20mg 30 comprimidos,304.0,13,Alektos
"Vonau Flash 8mg Biolab, 10 comprimidos de desintegração oral",304.0,14,Vonau Flash Biolab De Desintegração Oral
"PlantaBen 3,5g Sabor Artificial Laranja Pó Efervescente 10 envelopes com 5g cada",304.0,13,Plantaben 3 Sabor Artificial Laranja Pó Efervescente Com Cada
Singulair 4mg 30 comprimidos mastigáveis,304.0,12,Singulair Mastigáveis
Repoflor 250mg 10 cápsulas duras,304.0,13,Repoflor Duras
Sirdalud 2mg 30 comprimidos,304.0,13,Sirdalud
"Repopil 35 - 2mg + 0,035mg 21 comprimidos revestidos",304.0,12,Repopil 35 0 Revestidos
Lavagem Nasal Rinosoro Alto Volume 30 sachês + frasco aplicador,304.0,14,Lavagem Nasal Rinosoro Alto Volume 30 Sachês Frasco Aplicador
Suplemento Alimentar Pealiv 300mg 30 comprimidos,304.0,13,Suplemento Alimentar Pealiv
Engov 6 comprimidos,304.0,13,Engov
Clenil HFA 250mcg Spray 200 doses + 1 dispositivo em L para administração oral,304.0,12,Clenil Hfa Spray 200 Doses 1 Dispositivo Em L Para Administração Oral
Rubenti 200mg 60 cápsulas duras de liberação prolongada,304.0,14,Rubenti Duras De Liberação Prolongada
Antiácido Eno Pastilhas Mastigáveis 500mg Sabor Menta 8un,303.0,13,Antiácido Eno Pastilhas Mastigáveis Sabor Menta 8Un
"AlleNasal Spray Nasal Antialérgico 120 Doses 16,5ml",303.0,14,Allenasal Spray Nasal Antialérgico 120 Doses 16
Formocaps 12mcg 30 cápsulas com pó para inalação + 1 inalador,303.0,15,Formocaps Com Pó Para Inalação 1 Inalador
"Loratadina 10mg Cimed, 12 comprimidos",303.0,14,Loratadina Cimed
"Xarope Notuss 1,5mg/ml Sabor Morango 120ml",303.0,13,Xarope Notuss 1 Ml Sabor Morango
Topison 1mg/g Creme 20g,303.0,13,Topison G Creme
Corticorten 20mg 20 comprimidos,303.0,12,Corticorten
Euthyrox 125mcg 50 comprimidos,303.0,13,Euthyrox
Nautex 8mg 10 Comprimidos,303.0,14,Nautex
"Clexane 40mg/0,4ml 6 seringas preenchidas com 0,4ml com sistema de segurança",303.0,13,Clexane 0 6 Seringas Preenchidas Com 0 Com Sistema De Segurança
Meticorten 20mg 10 comprimidos,303.0,15,Meticorten
"Molièri 30 3mg + 0,03mg 21 comprimidos revestidos",303.0,12,Moli Ri 30 0 Revestidos
"Naprix A 2,5mg + 5mg 30 cápsulas",302.0,12,Naprix A 2
Motilium 1mg/ml Suspensão Oral 200ml,302.0,13,Motilium Ml Suspensão Oral
Allestra 20 75mcg + 20mcg 21 drágeas,302.0,13,Allestra 20
Proflam 15mg/g Creme 30g,302.0,15,Proflam G Creme
Solução Oftálmica Cetrolac 5mg/ml 5ml,302.0,13,Solução Oftálmica Cetrolac Ml
"Tarfic 0,03% Pomada Dermatológica 10g",302.0,14,Tarfic 0 03 Pomada Dermatológica
Entresto 49mg + 51mg 60 comprimidos revestidos,302.0,14,Entresto Revestidos
