int64_field_0;venda_id;nome_produto;data_venda;quantidade
68881;9585;Amoxicilina + Clavulanato De Potássio 875mg 14 Comprimidos Revestidos Genérico Biosintética;09-2024;28.0
68916;56997;Elifore 100mg 28 Comprimidos Revestidos Pfizer (C1);09-2024;28.0
68917;23217;Gaeso 20mg 28 Comprimidos Revestidos de Liberação Retardada Aché;09-2024;28.0
70091;68027;Revoc 100mg 30 Comprimidos Revestidos Abbott (C1);09-2024;28.0
71207;12753;Livalo 2mg 30 Comprimidos Revestidos;09-2024;28.0
71693;57645;Calman Aspen 100ml;09-2024;28.0
72161;31437;Tramadol 100mg 10ml Genérico Neo Química (A2);09-2024;28.0
72170;3093;Levofloxacino 500mg Genérico Cimed 7 Comprimidos Revestidos;09-2024;28.0
2278;68143;Elifore 50mg 28 Comprimidos Revestidos Pfizer (C1);09-2024;29.0
3158;26829;Dipirona 500mg Genérico Farmace Gotas 10ml;09-2024;29.0
3166;33093;Flancox 500mg 14 Comprimidos Revestidos Aspen;09-2024;29.0
3952;48549;Aftanax 25ml Airela;09-2024;29.0
4494;62229;Lorax 1mg 30 Comprimidos Pfizer;09-2024;29.0
5036;67119;Amoxicilina + Clavulanato De Potássio 500mg 18 Comprimidos Revestidos Genérico Sandoz;09-2024;29.0
6052;25701;Fontelax 10 Sachês Geyer;09-2024;29.0
7506;18237;Cordarex 10mg 30 Comprimidos Aché;09-2024;29.0
8824;16749;Atacand 8Mg 30 Cápsulas Astrazeneca;09-2024;29.0
9022;5097;Klaricid 50Mg/Ml 60Ml Abbott;09-2024;29.0
9268;40209;Albocresil Gel 50g Com Aplicador Hypera;09-2024;29.0
9712;34725;Pomada Dermatológica Massageol 30g Neoquimica;09-2024;29.0
9725;31545;Atrace 37,5+325mg 20 Comprimidos Revestidos Momenta (A2);09-2024;29.0
9863;65505;Canabidiol 200mg/ml 30ml Herbarium (B1);09-2024;29.0
9938;2361;Desonida Creme 30g Genérico EMS;09-2024;29.0
10089;50841;Puran T4 50mcg 30 Comprimidos Sanofi;09-2024;29.0
10505;6165;Hisbila 20mg 30 Comprimidos;09-2024;29.0
10539;14193;Valsartana + Anlodipino 160mg + 5mg 28 Comprimidos Revestidos Genérico Sandoz;09-2024;29.0
11454;7113;Zinnat 250mg 50ml Sandoz;09-2024;29.0
11479;30357;Miosan Odt 10mg 10 Comprimidos Apsen;09-2024;29.0
13634;7905;Aria 5mg 30 Comprimidos Mast Momenta;09-2024;29.0
14287;21633;Lacday 10 000U Fcc Enzima Lactase 30 Comprimidos Mastigáveis;09-2024;29.0
14846;6177;Amoxicilina + Clavulanato de Potássio 400mg 70ml Suspensão Oral Genérico EMS;09-2024;29.0
15269;54129;Tratamento da candidíase Gino-Canesten® Comprimido Vaginal - 1 dia;09-2024;29.0
15495;70626;Losartana 50mg 30 Comprimidos Revestidos Genérico Neo Química;09-2024;29.0
16203;6153;Zirk 500mg 3 Comprimidos Revestidos Aché;09-2024;29.0
17741;59877;Dimesilato de Lisdexanfetamina 50mg 30 Cápsulas Genérico Pharlab (A3);09-2024;29.0
18091;30669;Gesico Retard 100mg 10 Comprimidos Revestidos Eurofarma (A2);09-2024;29.0
19825;58341;Velija 60mg 30 Cápsulas Libbs (C1);09-2024;29.0
20180;22113;Kit Alivio Virose 2 : Buscopan Composto 20Cp Rev Hypera Pharma + Floratil 200Mg 6Cap Divcom + Hidraplex Po 4Env Guarana Natulab;09-2024;29.0
20783;67673;Pregabalina 75mg 30 Cápsulas Genérico Althaia (C1);09-2024;29.0
21455;7665;Ceftriaxona 1g 3,5ml Injetável IM 5 Ampolas Genérico Eurofarma;09-2024;29.0
21508;38613;Micropil R21 0,075mg/0,020mg 21 Comprimidos Revestidos;09-2024;29.0
23230;51633;Euthyrox 200mcg 50 Comprimidos Merck;09-2024;29.0
23422;28089;Malvatricin Spray 50ml;09-2024;29.0
23899;35313;Biofenac Gel 30g Aché;09-2024;29.0
25529;59265;Pregabalina 75mg 30 Cápsulas Genérico Althaia (C1);09-2024;29.0
26015;41061;Benegrip Multi Solução Oral 240ml;09-2024;29.0
26321;60093;Tolrest Aché 75mg 30 Comprimidos Revestidos (C1);09-2024;29.0
26830;13653;Olmecor 40mg 60 Comprimidos Revestidos Torrent;09-2024;29.0
26897;17541;Aradois 100mg 60 Comprimidos Biolab;09-2024;29.0
27292;36405;Pentasa 2g 30saches Ferring;09-2024;29.0
28346;20157;Omeprazol Genérico EMS 20mg 28 Comprimidos;09-2024;29.0
29543;8865;Doxiclina 100mg 15 Comprimidos Pharlab;09-2024;29.0
29884;7593;Amoxicilina + Clavulanato De Potássio 500mg 18 Comprimidos Revestidos Genérico Sandoz;09-2024;29.0
31290;66105;Foritus 500mg 14 Comprimidos Revestidos;09-2024;29.0
32085;22017;Suplemento Alimentar de Fibras Fibermais Sem Sabor 50g;09-2024;29.0
32631;2661;Foritus 500mg 14 Comprimidos Revestidos;09-2024;29.0
32976;18093;Divelol 6,25mg 60 Comprimidos Baldacci;09-2024;29.0
33091;15309;Questran Light 50 Envelopes 4G Bristol;09-2024;29.0
33206;53097;Slow-K Genom 600mg 20 Drágeas;09-2024;29.0
34816;10485;Desloratadina 1,25mg/ml 20ml Genérico Cifarma;09-2024;29.0
35846;35961;Dexaneurin Injetável 3 Ampolas A + 3 Ampolas B;09-2024;29.0
38839;60585;Rivastigmina 3mg 30 Cápsulas Genérico Biosintética (C1);09-2024;29.0
40425;47061;Linadib Duo 2,5mg + 850mg 60 comprimidos;09-2024;29.0
40635;40869;Benegrip 20 Comprimidos Revestidos Hypera Pharma;09-2024;29.0
41606;39993;Levonorgestrel + Etinilestradiol 21 Comprimidos Genérico Mabra;09-2024;29.0
43423;70126;Desonida Creme 30g Genérico EMS;09-2024;29.0
43605;31641;Cod Par 500mg+30mg 36 Comprimidos Supera (A2);09-2024;29.0
43729;357;Berotec 100mcg 10ml Aerossol Boehringer;09-2024;29.0
43860;68124;Biofenac Gel 30g Aché;09-2024;29.0
44763;20169;Dexilant 60mg 60 Cápsulas;09-2024;29.0
45523;11565;Brasart HCT 160+12,5mg 90 Comprimidos Revestidos Sigma;09-2024;29.0
46168;46365;Claroft Solução Oftálmica 15ml;09-2024;29.0
46718;23169;Florax Adt 5 Flaconetes Hebron;09-2024;29.0
46884;38061;Contracep Sigma Pharma 150mg 1ml Ampola;09-2024;29.0
47028;71297;Dipirona 500mg Genérico Farmace Gotas 10ml;09-2024;29.0
48358;33609;Trimusk 125mg/50mg/300mg/30mg 15 Comprimidos;09-2024;29.0
48419;12225;Novanlo 5mg 90 Comprimidos?;09-2024;29.0
48603;57489;Elifore 50mg 28 Comprimidos Revestidos Pfizer (C1);09-2024;29.0
49723;16569;Concardio 10Mg 30 Comprimidos Revestidos Sigma Pharma;09-2024;29.0
50653;69014;Glibenclamida 5mg Genérico Cimed 30 Comprimidos;09-2024;29.0
50905;53265;Alopurinol 100mg Genérico Prati 30 Comprimidos;09-2024;29.0
51023;3321;Brondilat 120ml Infantil Aché;09-2024;29.0
51131;42021;Ambroxmel Gengibre Spray 30ml;09-2024;29.0
51790;24633;Silimalon 100mg/70mg 30 Comprimidos Revestidos;09-2024;29.0
51810;66330;Fontelax 10 Sachês Geyer;09-2024;29.0
53973;34977;Diclofenaco Potássico Genérico Teuto 50mg 20 Comprimidos;09-2024;29.0
55413;10257;Zinnat 250mg 10 Comprimidos Sandoz;09-2024;29.0
55932;48501;Aciclovir 50mg/g Genérico Prati Creme Dermatológico 10g;09-2024;29.0
56167;46893;Glibenclamida 5mg Genérico Cimed 30 Comprimidos;09-2024;29.0
56540;15033;Losartana 50mg 30 Comprimidos Revestidos Genérico Neo Química;09-2024;29.0
56626;6621;Subtrax 800/160mg 10 Comprimidos Eurofarma;09-2024;29.0
56841;24249;Digeliv Apsen 400FCC 15 Comprimidos Mastigáveis;09-2024;29.0
56904;36117;Mirtax 10mg 15 Comprimidos Revestidos Aché;09-2024;29.0
57219;59493;Bryophyllum Argentum Cultum 50ml Weleda;09-2024;29.0
59126;62769;Aquarela 1mg/ml 150ml + Ser Biosintética (C1);09-2024;29.0
59174;9045;Verutex B Creme 15G Roche;09-2024;29.0
59442;21513;Luftal Infantil 30ml Reckitt;09-2024;29.0
60588;14085;Succinato De Metoprolol 100mg Astrazeneca Genérico 30 Comprimidos Revestidos;09-2024;29.0
64416;72314;Benegrip 20 Comprimidos Revestidos Hypera Pharma;09-2024;29.0
65095;33885;Loxonin Sankyo 60mg 30 Comprimidos;09-2024;29.0
65942;62829;Escitalopram 20mg 30 Comprimidos Revestidos Genérico Novartis (C1);09-2024;29.0
66724;61305;Extrato Cannabis Sativa 79,14mg 30ml Mantecorp (B1);09-2024;29.0
67397;51597;Cebion Zinco + Vitamina D 1g + 10 + 10mg 30 Comprimidos Efervescentes Procter;09-2024;29.0
67634;28389;Dolamin Flex 125 + 5mg 12 Comprimidos Revestidos FQM;09-2024;29.0
67843;21477;Esomeprazol 20mg 28 Comprimidos Revestidos Genérico EMS;09-2024;29.0
68852;10509;Levoxin 500mg 14 Comprimidos Revestidos Apsen;09-2024;29.0
70217;18573;Dozoito 25mg 30 Comprimidos Biolab;09-2024;29.0
71996;10185;Predsim 5mg 10 Comprimidos Mantecorp;09-2024;29.0
1853;10857;Aradois 50mg 30 Comprimidos Revestidos;09-2024;30.0
2533;58101;Depakene 500mg 50 Comprimidos Revestidos Abbott (C1);09-2024;30.0
3171;33549;Flancox 400mg 10 Comprimidos Revestidos Apsen;09-2024;30.0
3266;46317;Combigan Solução Oftálmica 10ml;09-2024;30.0
4390;39525;Sabonete Íntimo em Gel Gino-Canesten® Calm Kit Promocional — 2 unidades com 50% de desc. na segunda;09-2024;30.0
4647;50265;Duomo HP 2 mg + 5 mg 30 Cápsulas Gelatinosa Eurofarma;09-2024;30.0
5186;15573;Ancoron Libbs 200mg 30ml;09-2024;30.0
5477;65565;Vimpat 100mg 28 Comprimidos Revestidos UCB (C1);09-2024;30.0
5892;32601;Diclofenaco Dietilamônio 10mg/g Gel Dermatológico Genérico Medley 60g;09-2024;30.0
6037;2841;Clenil HFA 50 mcg Spray 200 Doses Chiesi;09-2024;30.0
7246;30069;Doricin 35mg/300mg/50mg 36 Comprimidos;09-2024;30.0
7589;46737;Nesina Pio 25+30Mg 30 Comprimidos Revestidos Takeda;09-2024;30.0
7673;68995;Buscofem Hot 2 Adesivos Avulsos;09-2024;30.0
7746;14241;Runner EZE 10+10mg 60 Comprimidos Biosintética;09-2024;30.0
8148;38241;Molieri 20 Sem Parar 3+0,02MG 30 Comprimidos Revestidos Eurofarma;09-2024;30.0
9897;30525;Dimorf 30mg 50 Comprimidos Cristália (A1);09-2024;30.0
10000;12969;Apresolina 25mg 20 Drágeas Novartis;09-2024;30.0
10672;66569;Pantoprazol 40mg 42 Comprimidos Revestidos Genérico EMS;09-2024;30.0
14297;22497;Simeco Plus Suspensão Oral 240ml;09-2024;30.0
14676;70669;Concor Anlo 5mg/5mg 30 Comprimidos;09-2024;30.0
14753;30441;Alivium Mantecorp 400mg 20 Cápsulas;09-2024;30.0
15603;22245;Probiatop Pó para Solução Oral 15 Sachês de 1g;09-2024;30.0
16979;49725;Finalop 1mg 30 Comprimidos Revestidos;09-2024;30.0
18053;8349;Pen-Ve Oral 400 000 UI/5ml 60ml Supera;09-2024;30.0
19025;25509;Laxenol 100ml Natulab;09-2024;30.0
19142;26997;Strepsils Mel e Limão 8,75mg 8 Pastilhas;09-2024;30.0
20716;11253;Trezor 10mg 60 Comprimidos Revestidos Aché;09-2024;30.0
21990;57021;Concerta 36mg 30 Comprimidos Revestidos;09-2024;30.0
22083;46881;Azukon MR 30mg 60 Comprimidos Torrent;09-2024;30.0
22152;48057;Gliclazida Genérico Pharlab 30mg 30 Comprimidos;09-2024;30.0
24217;34869;Toarip 15mg 30 Comprimidos Torrent (C1);09-2024;30.0
26211;1773;Clenil HFA 250 mcg Spray 200 Doses Chiesi;09-2024;30.0
27058;38541;Acetato de Clormadinona + Etinilestradiol 21 Comprimidos Revestidos Genérico Althaia;09-2024;30.0
27610;46929;Nesina Met 12,5+1000Mg 60 Comprimidos Revestidos Takeda;09-2024;30.0
28332;71732;Toarip 15mg 30 Comprimidos Torrent (C1);09-2024;30.0
28573;957;Fexofenadina 60mg 10 Comprimidos Revestidos Genérico Cimed;09-2024;30.0
29001;26529;Figavit 500mg Com 60 Cápsulas Praiamar;09-2024;30.0
29020;945;Seretide Spray 25mcg + 125mcg 120 Doses;09-2024;30.0
30211;6105;Foraseq 12+200mcg 120 Cápsulas s/Inalador Sandoz;09-2024;30.0
30287;40557;Decongex Plus 12mg/15mg 12 Comprimidos Aché;09-2024;30.0
30528;37017;Mirena 52mg 1 Endoceptivo com Inseridor Bayer;09-2024;30.0
31347;39141;Buscofem Hot 2 Adesivos Avulsos;09-2024;30.0
31581;6009;Bilastina 20Mg 30 Comprimidos Genérico Neo Quimica;09-2024;30.0
32644;13125;Ablok Plus 25+12,5mg 30 Comprimidos Biolab;09-2024;30.0
33084;40965;Coristina D Pro 16 Comprimidos Hypera Pharma;09-2024;30.0
33330;51153;Puran T4 12,5mcg 30 Comprimidos Sanofi;09-2024;30.0
33786;63417;Zider 10mg 60 Comprimidos Revestidos Libbs (C1);09-2024;30.0
34985;8805;Amoxicilina + Clavulanato de Potássio 875mg 14 Comprimidos Revestidos Genérico Eurofarma;09-2024;30.0
36664;56661;Voextor 10mg 60 Comprimidos Libbs (C1);09-2024;30.0
38461;54477;Nitrato De Miconazol 20mg/g Genérico Teuto Creme Ginecológico 80g;09-2024;30.0
38589;24429;Sonrisal 1644mg/400mg/325mg/1507,8mg 10 Comprimidos;09-2024;30.0
38828;3285;Predsim 40mg 7 Comprimidos;09-2024;30.0
39268;36585;Deocil SL 10mg 30 Comprimidos Diffucap;09-2024;30.0
39338;50709;Dalmadorm 30mg 30 Comprimidos Revestidos;09-2024;30.0
39401;8109;Leg 5mg 10 Comprimidos Revestidos Eurofarma;09-2024;30.0
40929;27753;Tramadol Retard 100mg 10 Comprimidos Revestidos Genérico EMS (A2);09-2024;30.0
41067;501;Bactrim F 800mg + 160mg 10 Comprimidos;09-2024;30.0
41548;30369;Ecoflux Propolis Spray Laranja Gengibre Mel 30ml;09-2024;30.0
42274;1461;Amoxicilina + Clavulanato de Potássio 875mg 14 Comprimidos Revestidos Genérico EMS;09-2024;30.0
42405;66812;Pomada Atobach 1mg 10g Germed;09-2024;30.0
44465;47217;Janumet XR 50+1000mg 60 Comprimidos Revestidos Merck;09-2024;30.0
44620;26373;Losec Mups 20mg 14 Comprimidos Revestidos Biopas;09-2024;30.0
44885;8397;Levoxin 500mg 7 Comprimidos Revestidos Apsen;09-2024;30.0
44954;58725;Ansiodoron Weleda 50ml;09-2024;30.0
45293;54141;Cetoconazol Creme Dermatológico 30g;09-2024;30.0
45719;70825;Gliclazida Genérico Pharlab 30mg 30 Comprimidos;09-2024;30.0
46198;68590;Zider 10mg 60 Comprimidos Revestidos Libbs (C1);09-2024;30.0
46464;66504;Figavit 500mg Com 60 Cápsulas Praiamar;09-2024;30.0
46483;14493;Holmes 40mg 30 Comprimidos Revestidos Eurofarma;09-2024;30.0
46488;26073;Bromoprida Solução Oral 20ml Genérico Cimed;09-2024;30.0
46737;44517;Vynaxa 15mg 28 Comprimidos Revestidos;09-2024;30.0
48225;39393;Primogyna 1mg 28 Drágeas Bayer;09-2024;30.0
49454;67953;Azukon MR 30mg 60 Comprimidos Torrent;09-2024;30.0
49825;45;Prednisolona 20mg 10 Comprimidos Genérico EMS;09-2024;30.0
51099;41493;Melagrião Spray 30ml Menta Catarinense;09-2024;30.0
51176;49737;Pant 50mg/ml 50ml Refil Aché;09-2024;30.0
51387;36801;Elani 28 3mg/0,03mg 84 Comprimidos Revestidos;09-2024;30.0
52891;46149;Pomada Oftálmica Tobrex 3,5g Novartis;09-2024;30.0
52897;9537;Preni 20ml Gotas Eurofarma;09-2024;30.0
53191;42405;Fluimucil D Zambon 600mg 16 Envelopes;09-2024;30.0
54116;60345;Metilfenidato Genérico EMS 10mg 30 Comprimidos (A3);09-2024;30.0
54973;20685;Dexilant 30mg 30 Cápsulas;09-2024;30.0
56179;10449;Drenogrip 12 Comprimidos Revestidos Belfar;09-2024;30.0
56831;26649;Dipirona 1g Genérico Cimed 10 Comprimidos;09-2024;30.0
56968;27537;Ciflogex Mel e Limão 3mg 12 Pastilhas;09-2024;30.0
57732;71401;Bilastina 20Mg 30 Comprimidos Genérico Neo Quimica;09-2024;30.0
57810;56925;Juneve 30mg 28 Cápsulas Takeda (A3);09-2024;30.0
60579;25461;Hidrali 500ml Natural;09-2024;30.0
60639;14301;Concor Anlo 5mg/5mg 30 Comprimidos;09-2024;30.0
60751;24165;Siilif 100Mg 60 Comprimidos Revestidos Takeda;09-2024;30.0
61929;53781;Calcitran MDK 30 Comprimidos Mastigáveis Divcom;09-2024;30.0
62523;39057;Onua 75mcg 84 Comprimidos Revestidos FQM;09-2024;30.0
62576;16029;Brasart 160mg 60 Comprimidos Revestidos Sigma;09-2024;30.0
63046;7305;Pomada Atobach 1mg 10g Germed;09-2024;30.0
64301;4257;Montelair 10mg 60 Comprimidos Revestidos Aché;09-2024;30.0
65192;54213;Itraconazol 100mg 4 Cápsulas Genérico Geolab;09-2024;30.0
65296;20517;Pantoprazol 40mg 42 Comprimidos Revestidos Genérico EMS;09-2024;30.0
66780;14745;Waryz 60 Comprimidos Revestidos Cimed;09-2024;30.0
67136;69345;Metoprolol 50mg 30 Comprimidos Genérico Biolab;09-2024;30.0
67311;39285;Albocresil 90mg/g 6 Óvulos Ginecológicos;09-2024;30.0
67491;40737;Extrato de Própolis Verde 70 30ml Gotas Apis Flora;09-2024;30.0
68110;58869;Semtri 50mg 30 Comprimidos Biolab (C1);09-2024;30.0
68378;40245;Pomada Dbriz 15g Supera;09-2024;30.0
69115;32289;Cod 60mg 30 Comprimidos Supera (A2);09-2024;30.0
69537;6825;Amclavu BD 80+11,4mg/ml Pó para Suspensão Oral 70ml Genom;09-2024;30.0
69763;7149;Arnica do Mato Extrato Composto 100ml As Ervas Curam;09-2024;30.0
69764;28197;Maxalgina Solução Oral 20ml;09-2024;30.0
70117;64425;Infoc 75mg 30 Comprimidos Biosintética (C1);09-2024;30.0
70218;33693;Xefo 8mg 20 Comprimidos Revestidos Biolab;09-2024;30.0
70244;18837;Metoprolol 50mg 30 Comprimidos Genérico Biolab;09-2024;30.0
70446;36921;Colicaliv Solução Oral 30ml;09-2024;30.0
70715;67237;Alivium Mantecorp 400mg 20 Cápsulas;09-2024;30.0
71707;7737;Axetil Cefuroxima 500mg 14 Comprimidos Genérico Ranbaxy;09-2024;30.0
71789;16845;Nebic 5mg 30 Comprimidos Germed;09-2024;30.0
72443;23013;Floratil 250mg em Pó 10 Envelopes;09-2024;30.0
70;37041;Clotrimazol Creme Genérico EMS 10mg/g 20g;09-2024;31.0
211;20073;Domperidona 10mg Genérico Cimed 30 Comprimidos;09-2024;31.0
222;59421;Assert 25mg 30 Comprimidos Revestidos Momenta (C1);09-2024;31.0
295;58857;Riss 1mg 30 Comprimidos Eurofarma (C1);09-2024;31.0
1366;57093;Tolrest 100mg 60 Comprimidos Revestidos Aché (C1);09-2024;31.0
2130;53553;Alendronato de Sódio 70mg 4 Comprimidos Genérico Neo Química;09-2024;31.0
2259;41277;Coristina D Pro 4 Comprimidos Avulso;09-2024;31.0
2326;38625;Kaloba 111mg 21 Comprimidos Revestidos;09-2024;31.0
2953;52233;Promensil 100mg 30 Comprimidos Revestidos;09-2024;31.0
3846;11577;Naprix 10mg 90 Comprimidos Libbs;09-2024;31.0
4038;71891;Equitam Momenta 80mg 30 Comprimidos;09-2024;31.0
4215;64029;Vensate LP 75mg 30 Cápsulas Cristália (C1);09-2024;31.0
5362;62457;Haldol 2mg 30 ml Gotas Cellera (C1);09-2024;31.0
6000;20361;Xantinon 100mg + 20mg 30 Comprimidos Revestidos;09-2024;31.0
7518;65919;Mirtazapina 15mg 30 Comprimidos Genérico Cimed (C1);09-2024;31.0
7980;19521;Crestor 40mg 30 Comprimidos Revestidos Astrazeneca;09-2024;31.0
9512;13065;Ebatz 2mg 30 Comprimidos;09-2024;31.0
10433;58281;Pondera 20mg 30 Comprimidos Revestidos;09-2024;31.0
11014;62601;Extrato de Cannabis Sativa 200mg/ml 10ml Aura Pharma (B1);09-2024;31.0
12798;21729;Inzelm 10mg 30 Comprimidos;09-2024;31.0
13988;61485;Mirtazapina ODT 30mg 30 Comprimidos Genérico EMS (C1);09-2024;31.0
14157;31089;Malvona Propolis Spray 30Ml Daudt;09-2024;31.0
14642;10017;Triaxin 1g 5x3,5ml Injeção Momenta;09-2024;31.0
14666;55881;Wegovy 0,5mg 1,5ml Novo Nordisk;09-2024;31.0
15036;48321;Glunac Duo 850mg 60 Comprimidos Brace Pharma;09-2024;31.0
15722;61245;Dimesilato de Lisdexanfetamina Genérico EMS 30mg 30 Cápsulas (A3);09-2024;31.0
15814;56505;Venlafaxina 75mg 30 Cápsulas Genérico Medley (C1);09-2024;31.0
15851;7053;Fostair DPI Pó Inalante 120 Doses;09-2024;31.0
16702;21909;Simeticona 40mg Genérico Medley 20 Comprimidos;09-2024;31.0
17035;48297;Januvia 100Mg 28 Comprimidos Merck;09-2024;31.0
17883;6729;Atak Clav Suspensão Oral 70ml;09-2024;31.0
18425;48441;Nimegon Met 50+500Mg 56 Comprimidos Revestidos Supera;09-2024;31.0
19090;873;Fosfomicina Trometamol 1 Envelope Granulado Genérico Pharmascience;09-2024;31.0
21765;44169;Embo 5mg 60 Comprimidos Revestidos Biolab;09-2024;31.0
23029;53937;Colchis 1mg 30 Comprimidos Apsen;09-2024;31.0
23894;48597;Bepantol Derma Creme Hidratante Multirrestaurador 20g, Pele Extrasseca;09-2024;31.0
24310;34593;Melocox 15mg 10 Comprimidos Eurofarma;09-2024;31.0
26437;32745;Biofenac Aerossol Solução Dermatológica 60g;09-2024;31.0
26474;16485;Lefor 2,5mg 60 Comprimidos EMS;09-2024;31.0
28688;4521;Brondilat 120ml Adulto Aché;09-2024;31.0
28769;33585;Miosan Caf 10mg/60mg 15 Comprimidos Revestidos;09-2024;31.0
30057;4305;Alenia 6+100mcg 60 Cápsulas + Inalador ACHE;09-2024;31.0
30387;20037;Enterogermina Probiórico Plus Crianças e Adultos 5ml 5 Frascos;09-2024;31.0
31621;28929;Dimorf 10mg Solução 60ml Cristália (A1);09-2024;31.0
34624;46653;Stanglit 30mg 60 Comprimidos;09-2024;31.0
34861;34161;Reuplaq 400mg 30 Comprimidos Revestidos Eurofarma;09-2024;31.0
35062;24213;Lactulona 667mg/ml Xarope Salada de Frutas 120ml;09-2024;31.0
35189;11757;Cloridrato De Propranolol 40mg Genérico Medley 30 Comprimidos;09-2024;31.0
35551;47025;Linadib 5mg 60 Comprimidos Revestidos Sigma Pharma;09-2024;31.0
35624;55329;Secnidal 1000Mg 4 Comprimidos Aventis;09-2024;31.0
36109;40581;Sorine Jet Baby 0,9% Solução Nasal 100ml Aché;09-2024;31.0
36494;69882;Olmy HCT 40+12,5mg 60 Comprimidos Revestidos Germed;09-2024;31.0
37041;26157;Complexo Homeopático Almeida Prado 32 60 Comprimidos;09-2024;31.0
37889;35169;Etoricoxibe 90Mg 14 Comprimidos Genérico Neo Quimica (C1);09-2024;31.0
37904;3645;Cefadroxila 500mg 8 Cápsulas Genérico Sandoz;09-2024;31.0
37956;64773;Equitam Momenta 80mg 30 Comprimidos;09-2024;31.0
39344;50133;Petamig 30 Cápsulas Herbarium;09-2024;31.0
40130;11169;Naprix A Libbs 5mg + 5mg 30 Cápsulas;09-2024;31.0
40324;5889;Clabat 50mg/ml (250mg/5ml) Sigma Pharma;09-2024;31.0
40453;45429;Cylocort   Colírio 5ml;09-2024;31.0
41981;43413;Transamin Nikkho 250mg 12 Comprimidos;09-2024;31.0
42674;70033;Assert 25mg 30 Comprimidos Revestidos Momenta (C1);09-2024;31.0
44455;5793;Zastat 20mg 10 Comprimidos Aché;09-2024;31.0
44774;35625;Dicoxibe 200mg 15 Cápsulas Upjohn (C1);09-2024;31.0
45255;65313;Mirtazapina 15mg 30 Comprimidos Genérico Cimed (C1);09-2024;31.0
45416;48249;Nesina 12,5mg 30 Comprimidos Revestidos Hypera;09-2024;31.0
45525;70775;Sorine Jet Baby 0,9% Solução Nasal 100ml Aché;09-2024;31.0
45573;64137;Seizla 100mg 30 Comprimidos Revestidos Torrent (C1);09-2024;31.0
45655;24753;Ducodil 5mg 20 Comprimidos Revestidos;09-2024;31.0
46523;18153;Monocordil 50mg 30 Cápsulas;09-2024;31.0
47547;54417;Andriodermol Solução Dermatológica 50ml;09-2024;31.0
47659;18513;Flux SR 1,5mg 90 Comprimidos Revestidos Biolab;09-2024;31.0
48679;55617;Modik 50mg 12 Sachês Germed;09-2024;31.0
48939;1665;Condroflex 1,5g + 1,2g Sabor Limão 60 Sachês;09-2024;31.0
49751;297;Desloratadina 5mg Genérico EMS 10 Comprimidos Revestidos;09-2024;31.0
50858;47541;Stanglit 15mg 30 Comprimidos Libbs;09-2024;31.0
52243;12825;Indapen SR 1,5mg 90 Comprimidos Revestidos de Liberação Prolongada Torrent;09-2024;31.0
52508;42873;Pomada Proctyl 30g + 10 Aplicadores Takeda;09-2024;31.0
53025;40593;Tylenol Sinus 500mg 36 Comprimidos;09-2024;31.0
53420;65457;Luvox 50mg 30 Comprimidos Abbott (C1);09-2024;31.0
53883;30189;Lisador Farmasa 500mg + 5mg + 10mg 4 Comprimidos;09-2024;31.0
55334;2829;Xarope Desloratadina 0,5mg/ml 60ml Genérico EMS;09-2024;31.0
55539;33561;Ciclobenzaprina 5mg 15 Cápsulas Genérico Prati-Donaduzzi;09-2024;31.0
56224;33501;Flexive CDM Creme Dermatológico 25g;09-2024;31.0
56483;23253;Enomagno Leite de Magnésia Tradicional 120ml;09-2024;31.0
58116;37749;Molieri 30 3 mg + 0,03 mg 63 Comprimidos Eurofarma;09-2024;31.0
58812;46281;Latonan Solução Oftamológica 2,5Ml Legran;09-2024;31.0
58890;51705;Propomax 30ml Extrato de Própolis Apis Flora;09-2024;31.0
59375;59277;Clonazepam 0,5mg Genérico Medley 60 Comprimidos (B1);09-2024;31.0
59883;40413;Sorinan Science AD 30ml;09-2024;31.0
61248;41049;Ambroxol Infantil Genérico EMS 120ml;09-2024;31.0
61745;12273;Brasart HCT 160mg/12,5mg 30 Comprimidos Revestidos;09-2024;31.0
62751;21345;Mylicon Suspensão Oral 15ml;09-2024;31.0
63007;18765;Hidroclorotiazida 25mg Genérico Neo Química 30 Comprimidos;09-2024;31.0
63473;19617;Olmy HCT 40+12,5mg 60 Comprimidos Revestidos Germed;09-2024;31.0
64329;3753;Sulfametoxazol 800mg+ Trimetoprima 160mg 10 Comprimidos Genérico Prati;09-2024;31.0
64776;57597;Desve 50mg 60 Comprimidos Eurofarma (C1);09-2024;31.0
65164;48813;Mel Rosado Farmax 30ml;09-2024;31.0
65199;22449;Sucrafilm Suspensão Oral 10ml;09-2024;31.0
65804;1473;Mometasona 50mcg 120 Doses Genérico Eurofarma;09-2024;31.0
66792;62985;Comfect 5 mg 30 Comprimidos Revestidos Aché (C1);09-2024;31.0
66858;62433;Viverdal 2mg 30 Comprimidos Revestidos Genom (C1);09-2024;31.0
67541;27693;Camilia 10 Frascos Boiron;09-2024;31.0
68195;63585;Escilex 20Mg 30 Comprimidos Revestidos Sigma Pharma (C1);09-2024;31.0
69595;5349;Preni 40mg 7 Comprimidos Eurofarma;09-2024;31.0
70753;28437;Spray de Própolis Mel Gengibre 35ml;09-2024;31.0
71424;15417;Lipanon 250mg 60 Comprimidos Liberação Retardada Hypermarcas;09-2024;31.0
