int64_field_0;venda_id;nome_produto;data_venda;quantidade
11806;57286;Brinco Antialérgico Studex Classic Bezel Verde Claro Médio;10-2024;
11998;19282;Ampola Carbonne - Essendy -12ml;10-2024;
12009;11170;Catharine Hill Skin 104416 - Lápis Delineador Labial 1,8g;10-2024;
12057;4690;Lip Balm Labial Bastão Abacate B.O.B Hidratante 10g;10-2024;
12109;4846;Protetor Solar Dermoplex FPS 60 50 g BS Pharma;10-2024;
12269;11038;Ginkgo Biloba 80 g Catarinense 30 Comprimidos Revestidos;10-2024;
12272;4354;Xylocaína 50mg/g Aspen 25g Pomada;10-2024;
12280;4786;Minoxidil + Auxina Tricógena 100 mL BS Pharma;10-2024;
12304;35710;Lowell Bio Shock Bioplastia Clinic - Tratamento Capilar 25ml;10-2024;
12314;21514;Mesilato Doxazosina 2mg Genérico Eurofarma 30 Comprimidos;10-2024;
12432;15370;Benicar 20mg Daiichi Sankyo  30 Comprimidos;10-2024;
12554;36778;Aturgyl 0,5mg/ml Cosmed 15ml Spray;10-2024;
12631;18262;Máscara de Tratamento Dove Ritual de Reparação em 1 Minuto 500g;10-2024;
12698;28474;Snack de Soja Good Soy Ervas Finas 25g;10-2024;
12728;12706;Levonorgestrel 1,5mg Genérico Cimed 1 Comprimido;10-2024;
12749;17878;Winter AP 6mg + 120mg Diffucap 8 Comprimidos;10-2024;
12814;32242;Espuma De Limpeza Facial Kiss Carvão Detox Refrescante 100ml;10-2024;
13079;24622;Junno 100mg Farmoquímica 30 Comprimidos;10-2024;
13120;55426;Neozine 4% Sanofi Aventis 20ml;10-2024;
13292;52042;Condicionador Pom Pom Suave 200ml;10-2024;
13329;17902;Barra Proteica Mini Pasta de Pistache 25g - Dobro;10-2024;
13380;20974;Condicionador Eudora Siàge Acelera o Crescimento 200ml;10-2024;
13391;12430;Cetoconazol 200mg Genérico Cimed 30 Comprimidos;10-2024;
13457;11446;Tandene 125mg + 50mg + 300mg + 30mg Cellera Farma 30 Comprimidos;10-2024;
13644;8578;Pantoprazol 20mg Genérico Biosintética 42 Comprimidos Revestidos;10-2024;
13666;46222;Bico de Silicone Classic Liquidos Média Consistencia - NUK;10-2024;
13787;24286;Solução Farmax À  Base de Acetona 500ml - Solução Farmax à  Base de Acetona 500ml;10-2024;
13834;69973;Pincel Leque - Gleam My Face Ocn18 Océane;10-2024;
13945;7822;Tapazol 10mg Biolab 100 Comprimidos;10-2024;
13974;11086;Catharine Hill - Lápis de Contorno Labial Duna;10-2024;
13989;8926;Lexotan 3mg Moksha8 30 Cápsulas;10-2024;
14042;65047;Limpador De Pele Coloplast - 4710;10-2024;
14063;8746;Chocolate Bis ao Leite Flowpack 126g;10-2024;
14153;15802;Composto Lácteo Milnutri Vitamina de Frutas 760g;10-2024;
14168;15190;Kit Dr. Jones The Razor4 1 Aparelho de Barbear Recarregável + 1 Carga de Barbear;10-2024;
14170;14530;Literata 300mg Cristália 60 Comprimidos;10-2024;
14286;16510;Vizzela Ecobrilho Crystals Pedras Dos Signos - Brilho Para Os Olhos 1,5g - Câncer;10-2024;
14329;8530;Montelucaste de Sódio 10mg Genérico Aché 30 Comprimidos Revestidos;10-2024;
14567;56974;Modelador de Barba - Jungle Boogie 80ml;10-2024;
14595;33598;Terolac 5mg/ml Latinofarma 5ml Solução Oftalmológica;10-2024;
14657;33886;Desogestrel 75mcg Genérico Legrand 28 Comprimidos Revestidos;10-2024;
14694;29542;Wafer sabor mais Cookies'n'Creme com 102g - Hershey's;10-2024;
14832;52198;Albendazol 40mg/ml Genérico Prati Donaduzzi 10ml Suspensão De Uso Oral;10-2024;
14872;15418;Benicar Anlo 40mg + 5mg Daiichi Sankyo 30 Comprimidos;10-2024;
14959;11746;Broncho-Vaxon Adulto 7mg Chiesi Farmacêutica 10 Cápsulas;10-2024;
15040;20710;Pó Compacto Translúcido Essence All About Matt Waterproof Á Prova D´Água 9g;10-2024;
15245;64522;Removedor De Esmalte Zulu Seduction 500ml;10-2024;
15303;35446;Máscara Capilar Lola Dream Cream 200g;10-2024;
15309;26866;Latanoprosta 0,5mg/ml Genérico Geolab 2,5ml Solução Oftálmica;10-2024;
15333;11458;Tylex 500mg + 30mg Cellera 12 Comprimidos;10-2024;
15384;59938;Torval CR 300mg Torrent 60 Comprimidos;10-2024;
15387;22834;Óleo Essencial Puro Ever Home Capim-Limão 10ml;10-2024;
15551;48358;Reparador de Lábios Mariana Saad By Océane - Lip Glowy Balm 12g;10-2024;
15559;18526;Barra De Proteína Dux Nutrition Lab Chocolate Branco e Frutas Vermelhas 60g;10-2024;
15626;55030;Secnidazol 1000mg Genérico Sandoz 2 Comprimidos;10-2024;
15855;37642;Magnen B6 Marjan 30 Comprimidos Revestidos;10-2024;
15917;20110;Shampoo L’Oréal Paris Elseve Glycolic Gloss 400ml;10-2024;
15933;57946;Perola 75mcg Supera 28 Comprimidos;10-2024;
16085;53110;Aciclovir 400mg Genérico Ranbaxy 10 Comprimidos;10-2024;
16095;59290;Venaflon 450mg + 50mg Teuto 60 Comprimidos;10-2024;
16169;66189;Escova para Cabelo Ever You Oval de Bolsa Color Vibes 1 Unidade;10-2024;
16173;55702;Farinha Multiuso sem Glúten e sem Lactose Schar 500g;10-2024;
16324;55666;Puran T4 88mcg Sanofi 30 Comprimidos;10-2024;
16361;41074;Energético Monster Juice Pacific Punch 473ml;10-2024;
16388;28558;Tônico Para Fortalecimento De Cabelos Com Biotina Gota Dourada  100ml;10-2024;
16629;64995;Aciclovir 200mg Genérico Teuto 25 Comprimidos;10-2024;
16806;23494;Grampo para Cabelo Ever You N5 Dourado 50 Unidades;10-2024;
16935;41062;Energético Monster Energy Ultra Violet 473ml;10-2024;
16961;18994;Indux 50mg EMS - 10 Comprimidos;10-2024;
17005;22486;Lenço Umedecido Baby Aloe Vera Ever Care 96 Unidades;10-2024;
17054;48046;Perfume Capilar 60ml Océane;10-2024;
17086;16870;Cera Quente em Barra Mel - Depil Bella - 250g;10-2024;
17198;13786;Esponja Para Pancake Corretivo Base Com 2 Unidades Corpus;10-2024;
17275;42202;Vitamina D DPrev 1.000UI Myralis Pharma 60 Comprimidos;10-2024;
17482;25798;Amoxil 500mg GSK 21 Comprimidos;10-2024;
17583;22510;Lenço Umedecido Baby Lavanda Ever Care 96 Unidades;10-2024;
17641;58666;Óleo Essencial Orgânico de Palmarosa 5ml – Terra Flor;10-2024;
17693;20530;Lápis De Sobrancelhas Essence Eyebrow Designer 1 Preto 1g;10-2024;
17746;20890;Base Líquida Natural Eudora Niina Secrets Hidra Glow 80 30 ml;10-2024;
17776;50338;Máscara de Tratamento Pantene Bambu 600ml;10-2024;
17800;49498;Mascara Pvc Para Face Adulto - Oxigel;10-2024;
17900;14518;Kollagenase Com Cloranfenicol 0,6U/g + 0,01g/g Cristália 30g Pomada;10-2024;
17914;42766;Paris Elysees Night Caviar For Men Eau De Toilette - Perfume Masculino 100ml;10-2024;
17995;53650;Energético Red Bull Figo E Maça The Summer Editition 250ml;10-2024;
18303;21886;Absorvente Para Seios Ever Care 30 Unidades;10-2024;
18582;61786;Vitamina D Font D 5.000UI União Química 30 Comprimidos;10-2024;
18594;39406;Euthyrox 137mcg Merck S/A 50 Comprimidos;10-2024;
18637;23854;Óleo de Amêndoas Ever You Meu SPA Gardênia & Flor de Tangerina 130ml;10-2024;
18664;40774;Tavok 750mg Momenta Farma 7 Comprimidos Revestidos;10-2024;
18697;23998;Vizuria 5,631g Granulado Exeltis 1 Envelope;10-2024;
18698;15706;Bebida Láctea UHT YoPRO Baunilha 15g de proteínas 250ml - Bebida Láctea UHT Baunilha Zero Lactose Yopro Danone 15g Proteínas 250ml;10-2024;
18713;25690;Kit Gel de Barbear GO + Pós Barba Anti-irritação 30g;10-2024;
18816;50122;Condicionador Pantene Pro-V Miracles Colágeno Hidrata & Resgata 510ml;10-2024;
19013;40750;Rox 5mg Momenta Farma 30 Comprimidos;10-2024;
19051;59182;Nistatina 100.000UI/ml Genérico Teuto 50ml Suspensão Oral;10-2024;
19109;58894;Cetoprofeno 20mg/ml Genérico Teuto 20ml Gotas;10-2024;
19820;29782;Fio Dental Hillo 100m;10-2024;
20008;30358;Booster Drink Apple Dream 6 unid 269 ml Integralmédica;10-2024;
20013;60550;Gelatina 500mg 60 Cápsulas;10-2024;
20107;44050;Protetor Solar Neutrogena Sun Fresh FPS 50 200ml;10-2024;
20167;35002;Adoçante Linea 100% Stevia Pó 6g 50 Envelopes;10-2024;
20375;55090;Sinvastatina 20mg Genérico Sandoz 30 Comprimidos Revestidos;10-2024;
20507;51766;Lápis de Olho Cremosa Natural Pink Cheeks Sport Eyepencil Preto 1,2 g;10-2024;
20571;30010;Kit Lenço Umedecido Infantil Huggies Rosto e Corpo 4 Pacotes com 48 Unidades;10-2024;
20633;48394;Óleo Essencial de Laranja Doce - Sweet Orange Oil 10ml Océane;10-2024;
20763;40810;Vitamina D Ohde 7.000UI Momenta Farma 4 Cápsulas;10-2024;
20784;19114;Pantoprazol 40mg Genérico EMS 42 comprimidos revestidos;10-2024;
20923;42418;Leave-in N.P.P.E. Hair Care SH-RD Nutra Therapy 10 ml;10-2024;
21392;17230;Spray Depilatório Depilsam Men Corpo Aerosol 150Ml;10-2024;
21402;52426;Lamotrigina 25mg Genérico Prati-Donaduzzi 30 Comprimidos;10-2024;
21412;57550;Kit Protetor Solar Corporal Sundown Praia e Piscina FPS50 200ml + 120ml;10-2024;
21447;14902;Kit Viagem Curaprox Escova Dental + Mini Creme Dental 10ml + Escova Interdental + Caixa - Kit Viagem Curaprox Escova Dental CS5460 + Mini Creme Dental 10ml + Escova Interdental + Caixa;10-2024;
21516;67017;Kit QOD Barber Shop Creme De Barbear + Loção Pós-Barba 100g Cada;10-2024;
21521;36958;Ondif 4mg Cosmed 10 Strips;10-2024;
21827;69541;Kit Protetor Solar Corporal Sundown Praia e Piscina FPS50 200ml + 120ml;10-2024;
22025;25546;Fran By Franciny Ehlke Cleansing Oil Get Off Make Up - Demaquilante 110ml;10-2024;
22037;57430;Brinco Infantil System 75 Pérola;10-2024;
22362;22678;Protetor Solar Facial Infantil Ever Care FPS70 Stick Kids 12g;10-2024;
22429;35818;Gelatina Lowçucar Sabor Abacaxi Refil 200G;10-2024;
22494;30922;Tylex 500mg + 7,5mg Cellera 12 Comprimidos;10-2024;
22555;31966;Hair Spray Karina Versatilidade & Vitalidade Fixação Normal 250ml;10-2024;
22597;69330;Bebida Repositora Hidroeletrolítico Pedialyte Max Morango 500ml;10-2024;
22938;23638;Protetor Labial Clássico Ever You 3,6g;10-2024;
22945;30334;Barra sabor Churros com Doce de Leite 45g - Integral Médica Crisp Bar;10-2024;
23051;25654;Chocolate Galak ao Leite 90g;10-2024;
23103;24958;Bala De Gelatina Fini Sortida Minhocas 90g;10-2024;
23186;64738;Transamin 250mg Zydus 12 Comprimidos;10-2024;
23286;63790;Lorax 2mg Pfizer-Whitehall 30 Comprimidos;10-2024;
23538;68987;Perola 75mcg Supera 28 Comprimidos;10-2024;
23685;29686;Óleo Corporal Hidramais Ameixa Negra & Vitamina E 120ml;10-2024;
23703;42346;Vitamina DPrev 7000UI Myralis 30 Comprimidos Revestidos;10-2024;
23942;45322;Carvedilol 12,5mg Genérico Nova Quimica 30 Comprimidos;10-2024;
23945;30286;Barra de Proteína Protein Crisp Bar Leite Ninho e Creme de Avelã 45g;10-2024;
24236;24946;Bala De Gelatina Fini Amoras 90g;10-2024;
24577;17746;Fluxtar Sr 3mg Diffucap 30 Cápsulas;10-2024;
24593;23386;Escova para Cabelo Ever You Oval de Bolsa Color Vibes 1 Unidade;10-2024;
24761;28198;Água Glaceau Smartwater Mineral Sem Gás 591ml;10-2024;
24930;31570;Preservativo Camisinha Masculina Jontex Sensação Pele com Pele 2 Unidades;10-2024;
25027;27886;Aparelho de Depilar Gillette Venus Suave 4 Unidades;10-2024;
25045;67446;Siilif 100mg Takeda 30 Comprimidos Revestidos;10-2024;
25099;50062;Condicionador Pantene Hidro-Cauterização 400ml;10-2024;
25105;39214;Zolpidem 10mg Genérico Mepha 30 Comprimidos Revestidos;10-2024;
25213;59026;Fenitoina 100mg Genérico Teuto 30 comprimidos;10-2024;
25384;48070;Pincel Leque - Gleam My Face Ocn18 Océane;10-2024;
25960;20026;Kit L'oréal Paris Elseve Pure Hialurônico Shampoo 375ml + Condicionador 170ml;10-2024;
26299;47998;Océane Whale Azul - Esponja De Limpeza Facial;10-2024;
26408;33106;Loção Hidratante Corporal La Florentina Romã 200 ml;10-2024;
26746;47386;Kit Máscara Para Olhos de Pepino (2 Produtos) Océane;10-2024;
27282;23074;Cera Depilatória de Micro-Ondas Ever You Mel e Aloe Vera 200g;10-2024;
27377;39814;Bolsa Para Agua Quente Grande - 2Litros (Bordo) 2Litros Bordo;10-2024;
27438;70360;Cera Cremosa Facial Depilsam de Micro-Ondas Argan 40G;10-2024;
27692;19522;Cialis 20mg Eli Lilly 1 comprimido;10-2024;
27852;35098;Adoçante Linea Sucralose Pó 8g 50 Envelopes 3 Caixas;10-2024;
28014;22414;Hastes Flexíveis Ever Care Ecológicas 150 Unidades;10-2024;
28557;21706;Tadalafila 5mg Genérico Eurofarma 30 Comprimidos;10-2024;
28817;66861;Colírio Pilocarpina 10mg/ml Allergan 10ml;10-2024;
29107;62110;Cera Fria Corporal Veet Peles Delicadas 12 Folhas;10-2024;
29769;67124;Kit Protetor Solar Australian Gold - Protetor Facial FPS 50 50 g + Protetor Corporal Gel Creme FPS 50 200 g;10-2024;
29986;70697;Condicionador Johnson's Cachos Dos Sonhos 200ml;10-2024;
30115;57982;Renovi B 5000mcg + 100mg + 100mg Supera 30 Comprimidos Revestidos;10-2024;
30600;49546;Alginac 5000mcg + 100mg + 100mg + 75mg P&G 3 ampolas 2ml Cada;10-2024;
30985;33790;Celerg 0,25mg + 2mg Legrand Pharma 20 Comprimidos Revestidos;10-2024;
31113;50698;Bebida Repositora Hidroeletrolítico Pedialyte Max Morango 500ml;10-2024;
31304;32974;Retoque de Raiz L'Oréal Paris Spray Instantâneo Magic Retouch Preto 75ml;10-2024;
31477;35542;Pós-Sol Geleia Corporal Lola Cosmetics Be(m)dita Praia 200ml;10-2024;
31541;33406;Óleo Essencial de Pinheiro-Silvestre GT Bulgária 10 ml - Laszlo - Óleo Essencial Pinheiro-Silvestre GT Bulgária 10 ml - Laszlo;10-2024;
31677;27778;Aparelho de Barbear Gillette Prestobarba Ultragrip 2 Unidades;10-2024;
31749;44410;Creme Hidratante Nivea Lata 29g;10-2024;
31803;23518;Grampos para Cabelo Ever You Apliques 2 Unidades;10-2024;
31925;60106;True Protein Bar Caramelo True Source;10-2024;
32076;31066;Fio Dental Reach Johnsons Essencial 100m;10-2024;
32189;51406;Escova para Mamadeiras e Bicos Philips Avent - SCF145/07 - Rosa;10-2024;
32199;67091;Algestona 150mg/ml + Estradiol 10mg/ml Genérico Germed 1ml Injetável;10-2024;
32285;55594;Puran T4 200mcg Sanofi 30 Comprimidos;10-2024;
32334;27034;Travoptic 0,04mg/ml Geolab 2,5ml;10-2024;
32621;42754;Loção Adstringente Pepitônico Natuseiva 200ml;10-2024;
32751;30994;Condicionador Johnson's Cachos Dos Sonhos 200ml;10-2024;
33107;66410;Pincéis Para Maquiagem Com 5 Unidades Corpus;10-2024;
33140;62530;Farinha de Chia Vitalin 150g;10-2024;
33296;24454;Adoless 0,060mg + 0,015mg Farmoquímica 28 Comprimidos Revestidos;10-2024;
33446;51418;Novo Bico Linha Pétala nº2 Philips Avent - SCF042/27;10-2024;
33517;27550;Tadalafila 5mg Genérico Germed 30 Comprimidos Revestidos;10-2024;
33792;53182;Axetilcefuroxima 250mg Genérico Ranbaxy 10 Comprimidos;10-2024;
34057;54070;Lenço de Limpeza Facial Rica Detox 25 Unidades;10-2024;
34060;60058;Wafer Trento Speciale Avelã com Chocolate Branco 26g;10-2024;
34597;28294;Dipropionato de Beclometasona 250mcg/dose Genérico Glenmark 200 Doses Aerosol;10-2024;
34861;40198;Kit Miss Frandy - Cílios Postiços com 3 Pares e Uma Pinça;10-2024;
34973;40714;Pivast 2mg Eurofarma 30 Comprimidos Revestidos;10-2024;
35107;45982;Hemifumarato De Quetiapina 25mg Genérico Novartis 30 Comprimido;10-2024;
35369;63766;Efexor XR 375mg Pfizer 30 Cápsulas;10-2024;
35533;43594;Bombom com 30 unidades de 40g - Charge;10-2024;
35617;63346;Óleo Bifásico Vult Cabelos Óleos Poderosos Nutrição 90ml;10-2024;
35720;44938;Protetor Labial Nivea Original Care - 4,8g;10-2024;
35822;68785;Máscara de Tratamento Dove Ritual de Reparação em 1 Minuto 500g;10-2024;
36000;69256;Tracta Finalizador - Pó Matte 15g - Po-Caramelo15g;10-2024;
36005;51982;Composto Lácteo Piracanjuba Excellence Pouch 800g;10-2024;
36108;31366;Gel Lubrificante Jontex Sensação Pele com Pele 50g;10-2024;
36161;37822;Chá Matte Leão Capim Cidreira 15 Sachês;10-2024;
36354;38182;Cloridrato Venlafaxina 75mg Genérico Medley 30 Cápsulas Gelatinosas;10-2024;
36817;44014;Protetor Solar Facial Neutrogena Sun Fresh Pele Clara FPS70 40g;10-2024;
36930;59098;Ibupril 600mg Teuto 20 Comprimidos;10-2024;
37054;39118;Paracetamol 500mg + Fosfato de Codeína 30mg Genérico Mepha 24 Comprimidos;10-2024;
37241;37174;Predsim 5mg Cosmed 10 Comprimidos;10-2024;
37435;37630;Latanoprosta 0,05mg/ml + Maleato de Timolol 5mg/ml Genérico Germed 2,5ml Solução Oftálmica;10-2024;
37436;34942;Mamadeira Super Evolution com Bico em Látex 150ml 0m+ Lillo;10-2024;
37676;30706;Absorvente Protetor Diário Intimus® Cuidado Diário 40 unidades;10-2024;
38139;66615;Vitamina D Doss 7.000UI Biolab 4 Cápsulas;10-2024;
38530;37558;Dozemast 1.000mcg Marjan Farma 30 Comprimidos;10-2024;
38618;42406;Ampola N.P.P.E. Hair Care Miracle Luminous Elixir 25 ml;10-2024;
38801;64114;Adoçante Em Pó Sucralose Zero Cal Caixa 60g 100 Unidades;10-2024;
38878;41134;Barra de Cereal sabor Cereja e Cacau caixa com 12 unidades de 25g - Corpo e Sabor;10-2024;
39022;54418;Algodão Rolete com 100 - SS Plus;10-2024;
39177;36670;Fralda Descartável Infantil Calça MamyPoko Dia & Noite XG 42 Unidades;10-2024;
39752;60226;Neupro 2mg UCB BIOPHARMA 7 Adesivos;10-2024;
39775;56014;Shampoo + Condicionador Seda Ceramidas 325ml;10-2024;
40053;35662;Shampoo Love Beauty And Planet Energizing Detox 300ml;10-2024;
40471;44506;Creme para Mãos Nivea Q10 Plus Reparação 75g;10-2024;
40573;68549;Shampoo L’Oréal Paris Elseve Glycolic Gloss 400ml;10-2024;
41636;44446;Creme Hidratante Nivea Men 4 em 1 30g;10-2024;
41843;64342;Liberfem 2mg + 0,03mg  Zodiac 21 Comprimidos;10-2024;
41974;55762;Bicarbonato 15 Sachês 600g Menta - Schuster;10-2024;
42218;58414;Mesacol 250mg Takeda 15 Supositórios;10-2024;
42391;54226;Prolopa DR 200mg + 50mg Roche 30 Comprimidos;10-2024;
42458;69620;Grampo para Cabelo Ever You N5 Dourado 50 Unidades;10-2024;
42520;65242;Barra de Proteína Bold Thin Caramelo & Amendoim 40g;10-2024;
43292;56326;Acertanlo 3,5mg/2,5mg Servier 30 Comprimidos;10-2024;
43667;41218;7801103 Refil Escova Interdental Cônica G - Morelli;10-2024;
43698;37534;Algestona 150mg/ml + Estradiol 10mg/ml Genérico Germed 1ml Injetável;10-2024;
43883;40450;Atrace 37,5mg + 325mg Momenta Farma 20 Comprimidos;10-2024;
44276;41710;Farinha de Banana Verde Mundo Verde Seleção 200g;10-2024;
44501;38830;Melik 75mcg Melcon 28 Comprimidos;10-2024;
44681;56794;Autobronzeador Facial Skelt Red Carpet Glow 30ml;10-2024;
45729;61798;Vitamina D Font D 50.000UI União Química 4 Comprimidos;10-2024;
45901;45562;Lansoprazol 30mg Genérico Nova Química 28 Cápsulas;10-2024;
46261;60082;Proteína Vegan Chocolate e Avelã 34g - True Source;10-2024;
46928;47614;Máscara Facial com Água de Rosas - Rose Water Mask 8g Océane;10-2024;
46992;42634;Gel Fixador Ny Looks Média Fixação - 240g;10-2024;
47025;71169;Diazepam 10mg Genérico Germed 30 Comprimidos;10-2024;
47610;50626;Tônico Facial Adstringente Payot Ação Antibrilho 220ml;10-2024;
47717;55450;Neuleptil 40mg/ml Sanofi 20ml Gotas;10-2024;
47805;65257;Vitamina D Font D 50.000UI União Química 4 Comprimidos;10-2024;
48082;58198;Complemento Alimentar Sustagen Kids Sabor Morango 350g;10-2024;
48651;47050;Gel de Limpeza Facial com Ext. de Ginseng - Facial Cleansing Gel 100ml Océane;10-2024;
48686;43474;Achocolatado em pó 200g - Nescau;10-2024;
49003;53350;Divalproato de Sódio 500mg Genérico Ranbaxy 30 Comprimidos;10-2024;
49124;56530;Ampola De Tratamento Capilar Antiqueda Skafe  10ml;10-2024;
50301;45310;Bromoprida 4mg/Ml Genérico Nova Química 20ml Gotas;10-2024;
50503;56554;Ampola De Tratamento Capilar Crescimento Fortalecido Skafe  10ml;10-2024;
50810;42574;Bebida a Base de Aveia Nude Caramelo & Flor de Sal 250ml;10-2024;
51062;47578;Máscara Facial com Esferas em Gel Para Quente ou Frio - Hot & Cold Gel Face Mask Océane;10-2024;
51223;52750;Carb Up Gel Super Fórmula Probiótica Laranja 30g - Carb UP Gel Super Fórmula Probiótica LARANJA 30g;10-2024;
51291;58438;Siilif 100mg Takeda 30 Comprimidos Revestidos;10-2024;
51296;45106;Sabonete Líquido Nivea Creme Care Refil 200ml;10-2024;
51340;58546;Bolsa De Água Quente Termogel 1 Unidade;10-2024;
51361;59986;Tracta Finalizador - Pó Matte 15g - Po-Caramelo15g;10-2024;
51397;63226;Máscara Para Cílios, Sobrancelhas E Cabelos Vult Incolor 2,5g;10-2024;
51813;57538;Chocolate Suflair ao Leite 50g;10-2024;
51837;49762;Sabonete Líquido para o Corpo Palmolive Luminous Oils Sensação Nutritiva 250ml;10-2024;
51879;69039;Escova Dental Oral-B Clean Indicator Escovas Dental  2 Unidades;10-2024;
51924;64282;Cabertrix 0,5mg Zodiac 2 comprimidos;10-2024;
52105;66619;Cloridrato de Paroxetina 20mg Genérico Medley 30 Comprimidos;10-2024;
52625;65102;Hair Spray Karina Versatilidade & Vitalidade Fixação Normal 250ml;10-2024;
53173;45298;Atorvastatina Cálcica 20mg Genérico Nova Química 30 Comprimido;10-2024;
53871;60334;Chá Verde 150Mg Com Alcachofra 300Mg - 90 Cápsulas;10-2024;
53900;48670;Escova Dental Oral-B Clean Indicator Escovas Dental  2 Unidades;10-2024;
54530;51742;Lip Balm Hidratante Pink Cheeks Lip Top Stick FPS 40 Transparente 5,5 g;10-2024;
55253;51826;Protetor Solar Facial com Cor Pink Cheeks Pink Stick FPS 90 FPUVA 70 42Km 14g;10-2024;
55817;49510;Alginac 1000mcg P&G 15 Comprimidos;10-2024;
56840;49174;Mercilon Conti 150mcg + 20mcg Organon 28 Comprimidos;10-2024;
56974;66756;Algodão Hidrófilo em Disco Apolo - Embalagem Abre e Fecha - 35g;10-2024;
57225;60754;Minoxidil 5% em Trichosol cabelos e barba sem alcool 60ml;10-2024;
57530;70476;Axetilcefuroxima 250mg Genérico Ranbaxy 10 Comprimidos;10-2024;
57822;59218;Pregabalina 150mg Genérico Teuto 30 Cápsulas;10-2024;
59936;66663;Nordette 0,15mg + 0,03mg Pfizer 21 Drágeas;10-2024;
60147;69086;Delineador Líquido Matte Essence Lash Princess Liner Preto 3 ml;10-2024;
60476;68806;Composto Lácteo Milnutri Vitamina de Frutas 760g;10-2024;
61963;53086;Aceclofenaco 100mg Genérico Ranbaxy 12 Comprimidos;10-2024;
63913;63994;Piranha de Cabelo Zalike Acrílico Animal Pequena 7cm;10-2024;
64034;58354;Shampoo Tresemmé Hidratação Profunda 650ml;10-2024;
64482;66068;Loredon 100mg Torrent 30 Comprimidos;10-2024;
65316;66301;Biomarine Medical Hidratante Labial 5g;10-2024;
65601;63574;Glicose Líquida Turbo Energy GOLD Sabor Baunilha Wellion;10-2024;
66102;58534;Máscara Facial Petit Cinza - Tecnident;10-2024;
66209;60850;Máscara de Argila Rosa - Pele Renovada 60g;10-2024;
66863;62842;Lapiseira Para Olhos Colorida Have Fun Verde Vizzela;10-2024;
67231;69371;Sabonete Íntimo Gino-Canesten Calm Em Gel 2 Unidades;10-2024;
67962;62098;Loção Desodorante Hidratante Vasenol Recuperação Intensiva Reparadora 200ml;10-2024;
70498;67399;Demi D 7.000UI Farmoquímica 8 Comprimidos;10-2024;
371;26410;Optilar 4mg/ml Gbio 10ml;10-2024;0.0
688;31762;Preservativo Masculino K-Med K-Misinha Lubrificado Invisível Mais Fina 8 Unidades;10-2024;0.0
908;55138;Hastes Flexíveis Sancare - 75 Unidades;10-2024;0.0
1203;64630;Gaballon 50mg + 50mg + 2mg + 4mg + 4mg Zydus 20 Comprimidos;10-2024;0.0
1821;32638;Bico de Silicone para Mamadeira Kuka 5025 2 Unidades;10-2024;0.0
1977;69175;Catharine Hill - Lápis Delineador de Olhos Branco;10-2024;0.0
3000;11074;Catharine Hill - Lápis Delineador de Olhos Branco;10-2024;0.0
5816;16282;Suco Del Valle Mais Pêssego 290ml;10-2024;0.0
5956;29230;Tônico Capilar Nectavita Mandioca Haskell 35ml;10-2024;0.0
6090;16786;Creme Depilatório Depi Roll Spa Care Buço 50g;10-2024;0.0
7554;34774;Bico Bebedor de Reposição de Silicone Evolution - Lillo;10-2024;0.0
8195;53842;Revlon Colorstay Blackest - Delineador 2,5ml;10-2024;0.0
8768;64270;Bio-Vagin 62,5mg/g + 25.000UI/g + 1,25mg/g Adium 40g Creme + 10 Aplicadores;10-2024;0.0
8948;69962;Ultraproct LDO 1mg/g + 20mg/g Moksha8 30g Creme;10-2024;0.0
8969;65125;Cera Roll-on Mel - Depil Bella - Refil 100g - Cera Roll-On Mel - Depil Bella - Refil 100g;10-2024;0.0
9371;142;Bebida Láctea Alpino Fast Garrafa 280ml;10-2024;0.0
9440;38314;Olmesartana Medoxomila 40mg Genérico Medley 30 Comprimidos Revestidos;10-2024;0.0
9792;27742;Aparelho de Barbear Gillette Mach3 Sensitive + 1 Refil;10-2024;0.0
10558;58006;TriploA 150mg Supera 10 Comprimidos;10-2024;0.0
10594;9754;Loção Facial Pós-Barba Bozzano Night Blue 100ml;10-2024;0.0
10865;42850;Atenolol 50mg Genérico Neo Química 30 Comprimidos;10-2024;0.0
12084;3766;Clic 100mcg + 20mcg Arese Pharma 21 Comprimidos Revestido;10-2024;0.0
12134;28882;Fio Dental Flosser GUM Patrulha Canina Sabor Uva 40 Unidades;10-2024;0.0
12397;64702;Mononitrato de Isossorbida 40mg Genérico Zydus Nikkho 20 Comprimidos;10-2024;0.0
12634;7966;Biomarine Autobronzeador Body Bronzer 200ml;10-2024;0.0
15054;26254;Bombom Garoto Serenata de Amor 16g;10-2024;0.0
15447;34894;Mamadeira Lillo MiniForm Rosa 50ml;10-2024;0.0
15643;6070;Bauny Sérum Gel Transparente - Cílios & Sobrancelhas 3,5g;10-2024;0.0
16374;19150;Prednisolona 20mg Genérico EMS 10 Comprimidos;10-2024;0.0
16675;7774;Pressat 2,5mg Biolab 60 comprimidos;10-2024;0.0
16831;62422;Pomada Calmante para Bebês Vick BabyRub 12g;10-2024;0.0
16870;69855;Escova De Cabelo Ever Care Pata Pata 1 Unidade;10-2024;0.0
17206;37906;Lápis para Olhos Maybelline Colossal Kajal Marrom 0,35g;10-2024;0.0
17979;17866;Unak 40mg Diffucap Chemobras 30 Comprimidos;10-2024;0.0
